y	x	group	clickSelects
22.4	1998.58082191781	2	1-10
21.5	1998.66575342466	2	1-10
21	1998.74794520548	2	1-10
21.9	1998.83287671233	2	1-10
21	1998.91506849315	2	1-10
21.9	1999	2	1-10
24.3	1999.08493150685	2	1-10
24.7	1999.16164383562	2	1-10
24.7	1999.24657534247	2	1-10
24.3	1999.32876712329	2	1-10
23.8	1999.41369863014	2	1-10
22.9	1999.49589041096	2	1-10
22.9	1999.58082191781	2	1-10
21	1999.66575342466	2	1-10
21.9	1999.74794520548	2	1-10
20.5	1999.83287671233	2	1-10
21	1999.91506849315	2	1-10
21.5	2000	2	1-10
23.8	2000.08469945355	2	1-10
25.2	2000.16393442623	2	1-10
25.6	2000.24863387978	2	1-10
24.3	2000.3306010929	2	1-10
23.4	2000.41530054645	2	1-10
22.4	2000.49726775956	2	1-10
21.9	2000.58196721312	2	1-10
21.9	2000.66666666667	2	1-10
22.4	2000.74863387978	2	1-10
22.4	2000.83333333333	2	1-10
21.9	2000.91530054645	2	1-10
25.6	1995	3	1-11
26.1	1995.08493150685	3	1-11
25.6	1995.16164383562	3	1-11
26.1	1995.24657534247	3	1-11
27.4	1995.32876712329	3	1-11
26.1	1995.41369863014	3	1-11
23.8	1995.49589041096	3	1-11
21.9	1995.58082191781	3	1-11
23.8	1995.66575342466	3	1-11
22.4	1995.74794520548	3	1-11
23.8	1995.83287671233	3	1-11
22.4	1995.91506849315	3	1-11
23.4	1996	3	1-11
25.6	1996.08469945355	3	1-11
27.4	1996.16393442623	3	1-11
28.3	1996.24863387978	3	1-11
27	1996.3306010929	3	1-11
26.5	1996.41530054645	3	1-11
24.7	1996.49726775956	3	1-11
23.8	1996.58196721311	3	1-11
24.3	1996.66666666667	3	1-11
24.3	1996.74863387978	3	1-11
22.9	1996.83333333333	3	1-11
22.4	1996.91530054645	3	1-11
23.8	1997	3	1-11
24.3	1997.08493150685	3	1-11
27.9	1997.16164383562	3	1-11
29.2	1997.24657534247	3	1-11
26.5	1997.32876712329	3	1-11
27	1997.41369863014	3	1-11
27	1997.49589041096	3	1-11
27.4	1997.58082191781	3	1-11
27.4	1997.66575342466	3	1-11
27.9	1997.74794520548	3	1-11
29.2	1997.83287671233	3	1-11
27.9	1997.91506849315	3	1-11
27.4	1998	3	1-11
27.9	1998.08493150685	3	1-11
27	1998.16164383562	3	1-11
28.3	1998.24657534247	3	1-11
29.2	1998.32876712329	3	1-11
26.5	1998.41369863014	3	1-11
26.1	1998.49589041096	3	1-11
25.2	1998.58082191781	3	1-11
23.4	1998.66575342466	3	1-11
23.8	1998.74794520548	3	1-11
23.8	1998.83287671233	3	1-11
21.9	1998.91506849315	3	1-11
23.4	1999	3	1-11
24.7	1999.08493150685	3	1-11
25.6	1999.16164383562	3	1-11
26.1	1999.24657534247	3	1-11
27	1999.32876712329	3	1-11
25.6	1999.41369863014	3	1-11
23.8	1999.49589041096	3	1-11
23.4	1999.58082191781	3	1-11
22.9	1999.66575342466	3	1-11
23.4	1999.74794520548	3	1-11
21.5	1999.83287671233	3	1-11
21.5	1999.91506849315	3	1-11
22.4	2000	3	1-11
24.3	2000.08469945355	3	1-11
25.6	2000.16393442623	3	1-11
26.1	2000.24863387978	3	1-11
26.1	2000.3306010929	3	1-11
24.3	2000.41530054645	3	1-11
22.9	2000.49726775956	3	1-11
22.9	2000.58196721312	3	1-11
24.3	2000.66666666667	3	1-11
23.4	2000.74863387978	3	1-11
23.4	2000.83333333333	3	1-11
22.9	2000.91530054645	3	1-11
26.1	1995	4	1-12
27	1995.08493150685	4	1-12
26.5	1995.16164383562	4	1-12
26.5	1995.24657534247	4	1-12
27.4	1995.32876712329	4	1-12
26.5	1995.41369863014	4	1-12
24.7	1995.49589041096	4	1-12
24.3	1995.58082191781	4	1-12
24.3	1995.66575342466	4	1-12
23.4	1995.74794520548	4	1-12
24.7	1995.83287671233	4	1-12
23.8	1995.91506849315	4	1-12
24.7	1996	4	1-12
26.1	1996.08469945355	4	1-12
27.4	1996.16393442623	4	1-12
27.9	1996.24863387978	4	1-12
27.9	1996.3306010929	4	1-12
27	1996.41530054645	4	1-12
25.6	1996.49726775956	4	1-12
25.6	1996.58196721311	4	1-12
26.1	1996.66666666667	4	1-12
26.5	1996.74863387978	4	1-12
24.7	1996.83333333333	4	1-12
23.4	1996.91530054645	4	1-12
24.7	1997	4	1-12
25.2	1997.08493150685	4	1-12
27.9	1997.16164383562	4	1-12
28.3	1997.24657534247	4	1-12
28.8	1997.32876712329	4	1-12
27.9	1997.41369863014	4	1-12
28.3	1997.49589041096	4	1-12
27.4	1997.58082191781	4	1-12
27	1997.66575342466	4	1-12
27.9	1997.74794520548	4	1-12
30.1	1997.83287671233	4	1-12
28.3	1997.91506849315	4	1-12
27	1998	4	1-12
27.9	1998.08493150685	4	1-12
27.9	1998.16164383562	4	1-12
27.9	1998.24657534247	4	1-12
30.1	1998.32876712329	4	1-12
27	1998.41369863014	4	1-12
27	1998.49589041096	4	1-12
27	1998.58082191781	4	1-12
23.8	1998.66575342466	4	1-12
25.6	1998.74794520548	4	1-12
24.7	1998.83287671233	4	1-12
23.8	1998.91506849315	4	1-12
25.2	1999	4	1-12
25.6	1999.08493150685	4	1-12
26.1	1999.16164383562	4	1-12
26.5	1999.24657534247	4	1-12
26.5	1999.32876712329	4	1-12
26.5	1999.41369863014	4	1-12
24.3	1999.49589041096	4	1-12
23.8	1999.58082191781	4	1-12
23.8	1999.66575342466	4	1-12
24.3	1999.74794520548	4	1-12
23.4	1999.83287671233	4	1-12
22.9	1999.91506849315	4	1-12
23.8	2000	4	1-12
25.2	2000.08469945355	4	1-12
25.6	2000.16393442623	4	1-12
25.2	2000.24863387978	4	1-12
27.4	2000.3306010929	4	1-12
25.2	2000.41530054645	4	1-12
23.4	2000.49726775956	4	1-12
23.8	2000.58196721312	4	1-12
25.2	2000.66666666667	4	1-12
23.8	2000.74863387978	4	1-12
24.7	2000.83333333333	4	1-12
24.7	2000.91530054645	4	1-12
27.9	1995	5	1-13
27.4	1995.08493150685	5	1-13
27.4	1995.16164383562	5	1-13
27	1995.24657534247	5	1-13
27.9	1995.32876712329	5	1-13
25.6	1995.41369863014	5	1-13
26.5	1995.49589041096	5	1-13
26.1	1995.58082191781	5	1-13
26.5	1995.66575342466	5	1-13
22.9	1995.74794520548	5	1-13
25.6	1995.83287671233	5	1-13
27.4	1995.91506849315	5	1-13
25.6	1996	5	1-13
26.5	1996.08469945355	5	1-13
27	1996.16393442623	5	1-13
27.9	1996.24863387978	5	1-13
27.9	1996.3306010929	5	1-13
28.8	1996.41530054645	5	1-13
26.5	1996.49726775956	5	1-13
26.5	1996.58196721311	5	1-13
26.5	1996.66666666667	5	1-13
26.5	1996.74863387978	5	1-13
27	1996.83333333333	5	1-13
25.6	1996.91530054645	5	1-13
24.7	1997	5	1-13
25.6	1997.08493150685	5	1-13
27	1997.16164383562	5	1-13
29.2	1997.24657534247	5	1-13
29.2	1997.32876712329	5	1-13
28.3	1997.41369863014	5	1-13
28.8	1997.49589041096	5	1-13
29.2	1997.58082191781	5	1-13
27	1997.66575342466	5	1-13
29.2	1997.74794520548	5	1-13
30.5	1997.83287671233	5	1-13
29.7	1997.91506849315	5	1-13
28.3	1998	5	1-13
27.4	1998.08493150685	5	1-13
27.9	1998.16164383562	5	1-13
28.8	1998.24657534247	5	1-13
29.2	1998.32876712329	5	1-13
28.3	1998.41369863014	5	1-13
27.4	1998.49589041096	5	1-13
27	1998.58082191781	5	1-13
26.1	1998.66575342466	5	1-13
25.2	1998.74794520548	5	1-13
24.3	1998.83287671233	5	1-13
25.6	1998.91506849315	5	1-13
26.1	1999	5	1-13
25.6	1999.08493150685	5	1-13
26.1	1999.16164383562	5	1-13
26.5	1999.24657534247	5	1-13
26.5	1999.32876712329	5	1-13
27	1999.41369863014	5	1-13
22.9	1999.49589041096	5	1-13
23.4	1999.58082191781	5	1-13
25.6	1999.66575342466	5	1-13
25.6	1999.74794520548	5	1-13
24.7	1999.83287671233	5	1-13
25.2	1999.91506849315	5	1-13
24.7	2000	5	1-13
25.2	2000.08469945355	5	1-13
25.6	2000.16393442623	5	1-13
26.1	2000.24863387978	5	1-13
25.6	2000.3306010929	5	1-13
24.3	2000.41530054645	5	1-13
23.8	2000.49726775956	5	1-13
22.9	2000.58196721312	5	1-13
25.2	2000.66666666667	5	1-13
24.7	2000.74863387978	5	1-13
24.7	2000.83333333333	5	1-13
25.6	2000.91530054645	5	1-13
27.9	1995	6	1-14
27.9	1995.08493150685	6	1-14
27.4	1995.16164383562	6	1-14
28.3	1995.24657534247	6	1-14
28.3	1995.32876712329	6	1-14
27	1995.41369863014	6	1-14
27	1995.49589041096	6	1-14
27	1995.58082191781	6	1-14
24.7	1995.66575342466	6	1-14
26.1	1995.74794520548	6	1-14
27.9	1995.83287671233	6	1-14
28.3	1995.91506849315	6	1-14
25.6	1996	6	1-14
26.1	1996.08469945355	6	1-14
26.5	1996.16393442623	6	1-14
28.3	1996.24863387978	6	1-14
28.3	1996.3306010929	6	1-14
28.8	1996.41530054645	6	1-14
27	1996.49726775956	6	1-14
28.3	1996.58196721311	6	1-14
26.1	1996.66666666667	6	1-14
27.9	1996.74863387978	6	1-14
27.9	1996.83333333333	6	1-14
27	1996.91530054645	6	1-14
25.2	1997	6	1-14
25.2	1997.08493150685	6	1-14
27	1997.16164383562	6	1-14
29.2	1997.24657534247	6	1-14
29.2	1997.32876712329	6	1-14
28.3	1997.41369863014	6	1-14
28.8	1997.49589041096	6	1-14
28.3	1997.58082191781	6	1-14
27.9	1997.66575342466	6	1-14
29.2	1997.74794520548	6	1-14
30.1	1997.83287671233	6	1-14
27.9	1997.91506849315	6	1-14
27.9	1998	6	1-14
27	1998.08493150685	6	1-14
27.9	1998.16164383562	6	1-14
27.4	1998.24657534247	6	1-14
28.3	1998.32876712329	6	1-14
28.8	1998.41369863014	6	1-14
27.4	1998.49589041096	6	1-14
27.4	1998.58082191781	6	1-14
27.9	1998.66575342466	6	1-14
26.5	1998.74794520548	6	1-14
25.6	1998.83287671233	6	1-14
25.2	1998.91506849315	6	1-14
27	1999	6	1-14
25.6	1999.08493150685	6	1-14
25.6	1999.16164383562	6	1-14
26.5	1999.24657534247	6	1-14
26.1	1999.32876712329	6	1-14
26.5	1999.41369863014	6	1-14
25.6	1999.49589041096	6	1-14
24.3	1999.58082191781	6	1-14
24.3	1999.66575342466	6	1-14
25.2	1999.74794520548	6	1-14
25.2	1999.83287671233	6	1-14
24.3	1999.91506849315	6	1-14
24.7	2000	6	1-14
25.2	2000.08469945355	6	1-14
25.2	2000.16393442623	6	1-14
25.6	2000.24863387978	6	1-14
26.5	2000.3306010929	6	1-14
26.1	2000.41530054645	6	1-14
24.7	2000.49726775956	6	1-14
24.7	2000.58196721312	6	1-14
25.6	2000.66666666667	6	1-14
25.2	2000.74863387978	6	1-14
25.6	2000.83333333333	6	1-14
26.1	2000.91530054645	6	1-14
27	1995	7	1-15
27.4	1995.08493150685	7	1-15
26.5	1995.16164383562	7	1-15
27.4	1995.24657534247	7	1-15
27.9	1995.32876712329	7	1-15
27	1995.41369863014	7	1-15
27	1995.49589041096	7	1-15
26.5	1995.58082191781	7	1-15
27.4	1995.66575342466	7	1-15
27.9	1995.74794520548	7	1-15
28.8	1995.83287671233	7	1-15
27.4	1995.91506849315	7	1-15
25.2	1996	7	1-15
24.7	1996.08469945355	7	1-15
26.1	1996.16393442623	7	1-15
26.1	1996.24863387978	7	1-15
27.4	1996.3306010929	7	1-15
29.7	1996.41530054645	7	1-15
28.3	1996.49726775956	7	1-15
28.3	1996.58196721311	7	1-15
28.3	1996.66666666667	7	1-15
27.4	1996.74863387978	7	1-15
27.9	1996.83333333333	7	1-15
27	1996.91530054645	7	1-15
25.6	1997	7	1-15
24.7	1997.08493150685	7	1-15
27.4	1997.16164383562	7	1-15
27	1997.24657534247	7	1-15
27.4	1997.32876712329	7	1-15
28.8	1997.41369863014	7	1-15
28.3	1997.49589041096	7	1-15
27.4	1997.58082191781	7	1-15
28.3	1997.66575342466	7	1-15
28.3	1997.74794520548	7	1-15
28.3	1997.83287671233	7	1-15
27	1997.91506849315	7	1-15
26.1	1998	7	1-15
25.6	1998.08493150685	7	1-15
26.5	1998.16164383562	7	1-15
25.6	1998.24657534247	7	1-15
26.1	1998.32876712329	7	1-15
27.4	1998.41369863014	7	1-15
27	1998.49589041096	7	1-15
28.3	1998.58082191781	7	1-15
27.4	1998.66575342466	7	1-15
26.1	1998.74794520548	7	1-15
26.1	1998.83287671233	7	1-15
25.6	1998.91506849315	7	1-15
25.6	1999	7	1-15
24.7	1999.08493150685	7	1-15
24.3	1999.16164383562	7	1-15
25.2	1999.24657534247	7	1-15
26.1	1999.32876712329	7	1-15
27	1999.41369863014	7	1-15
26.5	1999.49589041096	7	1-15
26.5	1999.58082191781	7	1-15
25.6	1999.66575342466	7	1-15
26.5	1999.74794520548	7	1-15
25.2	1999.83287671233	7	1-15
24.3	1999.91506849315	7	1-15
24.3	2000	7	1-15
24.3	2000.08469945355	7	1-15
24.3	2000.16393442623	7	1-15
25.2	2000.24863387978	7	1-15
25.2	2000.3306010929	7	1-15
25.6	2000.41530054645	7	1-15
26.1	2000.49726775956	7	1-15
25.6	2000.58196721312	7	1-15
25.6	2000.66666666667	7	1-15
26.5	2000.74863387978	7	1-15
26.1	2000.83333333333	7	1-15
25.2	2000.91530054645	7	1-15
27	1995	8	1-16
26.5	1995.08493150685	8	1-16
25.2	1995.16164383562	8	1-16
26.5	1995.24657534247	8	1-16
27.9	1995.32876712329	8	1-16
26.1	1995.41369863014	8	1-16
27	1995.49589041096	8	1-16
26.5	1995.58082191781	8	1-16
28.3	1995.66575342466	8	1-16
26.5	1995.74794520548	8	1-16
28.3	1995.83287671233	8	1-16
27.4	1995.91506849315	8	1-16
24.7	1996	8	1-16
24.7	1996.08469945355	8	1-16
24.7	1996.16393442623	8	1-16
25.2	1996.24863387978	8	1-16
26.1	1996.3306010929	8	1-16
28.8	1996.41530054645	8	1-16
27.9	1996.49726775956	8	1-16
28.3	1996.58196721311	8	1-16
27.9	1996.66666666667	8	1-16
27.9	1996.74863387978	8	1-16
27	1996.83333333333	8	1-16
26.1	1996.91530054645	8	1-16
24.3	1997	8	1-16
23.8	1997.08493150685	8	1-16
26.1	1997.16164383562	8	1-16
25.6	1997.24657534247	8	1-16
26.1	1997.32876712329	8	1-16
27.4	1997.41369863014	8	1-16
28.3	1997.49589041096	8	1-16
28.8	1997.58082191781	8	1-16
29.7	1997.66575342466	8	1-16
27.4	1997.74794520548	8	1-16
27.4	1997.83287671233	8	1-16
26.5	1997.91506849315	8	1-16
26.1	1998	8	1-16
25.2	1998.08493150685	8	1-16
26.1	1998.16164383562	8	1-16
24.7	1998.24657534247	8	1-16
24.7	1998.32876712329	8	1-16
25.2	1998.41369863014	8	1-16
26.5	1998.49589041096	8	1-16
27.4	1998.58082191781	8	1-16
26.1	1998.66575342466	8	1-16
25.2	1998.74794520548	8	1-16
25.6	1998.83287671233	8	1-16
25.2	1998.91506849315	8	1-16
24.7	1999	8	1-16
23.8	1999.08493150685	8	1-16
23.8	1999.16164383562	8	1-16
24.7	1999.24657534247	8	1-16
24.7	1999.32876712329	8	1-16
27.4	1999.41369863014	8	1-16
26.5	1999.49589041096	8	1-16
26.1	1999.58082191781	8	1-16
25.2	1999.66575342466	8	1-16
26.5	1999.74794520548	8	1-16
26.1	1999.83287671233	8	1-16
24.3	1999.91506849315	8	1-16
24.3	2000	8	1-16
23.4	2000.08469945355	8	1-16
22.9	2000.16393442623	8	1-16
23.4	2000.24863387978	8	1-16
25.2	2000.3306010929	8	1-16
25.6	2000.41530054645	8	1-16
26.5	2000.49726775956	8	1-16
25.6	2000.58196721312	8	1-16
24.7	2000.66666666667	8	1-16
25.6	2000.74863387978	8	1-16
24.3	2000.83333333333	8	1-16
24.7	2000.91530054645	8	1-16
25.2	1995	9	1-17
25.6	1995.08493150685	9	1-17
24.3	1995.16164383562	9	1-17
24.7	1995.24657534247	9	1-17
25.2	1995.32876712329	9	1-17
25.6	1995.41369863014	9	1-17
27	1995.49589041096	9	1-17
27.4	1995.58082191781	9	1-17
27	1995.66575342466	9	1-17
26.1	1995.74794520548	9	1-17
28.8	1995.83287671233	9	1-17
26.1	1995.91506849315	9	1-17
24.3	1996	9	1-17
23.8	1996.08469945355	9	1-17
24.3	1996.16393442623	9	1-17
24.7	1996.24863387978	9	1-17
25.6	1996.3306010929	9	1-17
26.5	1996.41530054645	9	1-17
27	1996.49726775956	9	1-17
27.4	1996.58196721311	9	1-17
26.5	1996.66666666667	9	1-17
27	1996.74863387978	9	1-17
25.2	1996.83333333333	9	1-17
24.7	1996.91530054645	9	1-17
22.9	1997	9	1-17
22.9	1997.08493150685	9	1-17
24.3	1997.16164383562	9	1-17
24.7	1997.24657534247	9	1-17
25.2	1997.32876712329	9	1-17
26.5	1997.41369863014	9	1-17
29.2	1997.49589041096	9	1-17
30.1	1997.58082191781	9	1-17
28.8	1997.66575342466	9	1-17
27	1997.74794520548	9	1-17
26.1	1997.83287671233	9	1-17
24.7	1997.91506849315	9	1-17
24.3	1998	9	1-17
24.7	1998.08493150685	9	1-17
25.2	1998.16164383562	9	1-17
24.3	1998.24657534247	9	1-17
24.3	1998.32876712329	9	1-17
25.2	1998.41369863014	9	1-17
26.5	1998.49589041096	9	1-17
28.8	1998.58082191781	9	1-17
25.6	1998.66575342466	9	1-17
25.6	1998.74794520548	9	1-17
25.2	1998.83287671233	9	1-17
24.3	1998.91506849315	9	1-17
23.4	1999	9	1-17
23.4	1999.08493150685	9	1-17
22.4	1999.16164383562	9	1-17
23.8	1999.24657534247	9	1-17
23.4	1999.32876712329	9	1-17
24.7	1999.41369863014	9	1-17
26.5	1999.49589041096	9	1-17
26.1	1999.58082191781	9	1-17
23.4	1999.66575342466	9	1-17
25.2	1999.74794520548	9	1-17
25.2	1999.83287671233	9	1-17
23.4	1999.91506849315	9	1-17
22.9	2000	9	1-17
22.4	2000.08469945355	9	1-17
22.4	2000.16393442623	9	1-17
23.4	2000.24863387978	9	1-17
23.8	2000.3306010929	9	1-17
23.4	2000.41530054645	9	1-17
25.6	2000.49726775956	9	1-17
27.4	2000.58196721312	9	1-17
25.2	2000.66666666667	9	1-17
25.2	2000.74863387978	9	1-17
24.3	2000.83333333333	9	1-17
24.3	2000.91530054645	9	1-17
21.9	1995	10	1-18
22.9	1995.08493150685	10	1-18
22.4	1995.16164383562	10	1-18
22.9	1995.24657534247	10	1-18
22.4	1995.32876712329	10	1-18
21	1995.41369863014	10	1-18
25.2	1995.49589041096	10	1-18
25.2	1995.58082191781	10	1-18
26.5	1995.66575342466	10	1-18
24.7	1995.74794520548	10	1-18
27	1995.83287671233	10	1-18
23.4	1995.91506849315	10	1-18
22.9	1996	10	1-18
21.9	1996.08469945355	10	1-18
22.4	1996.16393442623	10	1-18
21.9	1996.24863387978	10	1-18
22.9	1996.3306010929	10	1-18
22.9	1996.41530054645	10	1-18
24.7	1996.49726775956	10	1-18
25.2	1996.58196721311	10	1-18
25.2	1996.66666666667	10	1-18
24.7	1996.74863387978	10	1-18
22.9	1996.83333333333	10	1-18
21.5	1996.91530054645	10	1-18
20.1	1997	10	1-18
20.1	1997.08493150685	10	1-18
21.5	1997.16164383562	10	1-18
20.1	1997.24657534247	10	1-18
21.9	1997.32876712329	10	1-18
22.9	1997.41369863014	10	1-18
26.5	1997.49589041096	10	1-18
27.9	1997.58082191781	10	1-18
27	1997.66575342466	10	1-18
24.7	1997.74794520548	10	1-18
24.7	1997.83287671233	10	1-18
22.4	1997.91506849315	10	1-18
22.9	1998	10	1-18
22.9	1998.08493150685	10	1-18
24.3	1998.16164383562	10	1-18
22.9	1998.24657534247	10	1-18
21.9	1998.32876712329	10	1-18
22.4	1998.41369863014	10	1-18
24.3	1998.49589041096	10	1-18
28.3	1998.58082191781	10	1-18
24.7	1998.66575342466	10	1-18
23.8	1998.74794520548	10	1-18
22.9	1998.83287671233	10	1-18
21.9	1998.91506849315	10	1-18
21	1999	10	1-18
20.5	1999.08493150685	10	1-18
19.6	1999.16164383562	10	1-18
21	1999.24657534247	10	1-18
19.6	1999.32876712329	10	1-18
21	1999.41369863014	10	1-18
23.8	1999.49589041096	10	1-18
24.3	1999.58082191781	10	1-18
21.9	1999.66575342466	10	1-18
22.9	1999.74794520548	10	1-18
22.9	1999.83287671233	10	1-18
20.5	1999.91506849315	10	1-18
20.5	2000	10	1-18
19.1	2000.08469945355	10	1-18
19.1	2000.16393442623	10	1-18
20.1	2000.24863387978	10	1-18
19.6	2000.3306010929	10	1-18
21.5	2000.41530054645	10	1-18
23.8	2000.49726775956	10	1-18
27	2000.58196721312	10	1-18
23.8	2000.66666666667	10	1-18
23.4	2000.74863387978	10	1-18
22.9	2000.83333333333	10	1-18
22.9	2000.91530054645	10	1-18
21	1995	11	1-19
21.5	1995.08493150685	11	1-19
21	1995.16164383562	11	1-19
21	1995.24657534247	11	1-19
19.6	1995.32876712329	11	1-19
19.6	1995.41369863014	11	1-19
26.5	1995.49589041096	11	1-19
26.1	1995.58082191781	11	1-19
27	1995.66575342466	11	1-19
26.1	1995.74794520548	11	1-19
25.2	1995.83287671233	11	1-19
22.4	1995.91506849315	11	1-19
20.5	1996	11	1-19
20.5	1996.08469945355	11	1-19
20.1	1996.16393442623	11	1-19
19.6	1996.24863387978	11	1-19
20.5	1996.3306010929	11	1-19
20.5	1996.41530054645	11	1-19
22.9	1996.49726775956	11	1-19
26.1	1996.58196721311	11	1-19
24.7	1996.66666666667	11	1-19
23.8	1996.74863387978	11	1-19
22.4	1996.83333333333	11	1-19
21	1996.91530054645	11	1-19
19.6	1997	11	1-19
19.1	1997.08493150685	11	1-19
19.6	1997.16164383562	11	1-19
18.6	1997.24657534247	11	1-19
19.6	1997.32876712329	11	1-19
21	1997.41369863014	11	1-19
24.7	1997.49589041096	11	1-19
29.2	1997.58082191781	11	1-19
27.9	1997.66575342466	11	1-19
26.5	1997.74794520548	11	1-19
26.5	1997.83287671233	11	1-19
24.3	1997.91506849315	11	1-19
22.9	1998	11	1-19
22.9	1998.08493150685	11	1-19
21.9	1998.16164383562	11	1-19
21	1998.24657534247	11	1-19
21	1998.32876712329	11	1-19
21.9	1998.41369863014	11	1-19
24.7	1998.49589041096	11	1-19
27.4	1998.58082191781	11	1-19
24.7	1998.66575342466	11	1-19
22.9	1998.74794520548	11	1-19
21.9	1998.83287671233	11	1-19
20.1	1998.91506849315	11	1-19
19.6	1999	11	1-19
19.1	1999.08493150685	11	1-19
18.6	1999.16164383562	11	1-19
18.6	1999.24657534247	11	1-19
19.1	1999.32876712329	11	1-19
20.1	1999.41369863014	11	1-19
21.5	1999.49589041096	11	1-19
22.9	1999.58082191781	11	1-19
21.5	1999.66575342466	11	1-19
22.4	1999.74794520548	11	1-19
21.9	1999.83287671233	11	1-19
20.1	1999.91506849315	11	1-19
19.6	2000	11	1-19
18.1	2000.08469945355	11	1-19
18.1	2000.16393442623	11	1-19
18.6	2000.24863387978	11	1-19
18.6	2000.3306010929	11	1-19
19.6	2000.41530054645	11	1-19
22.9	2000.49726775956	11	1-19
26.1	2000.58196721312	11	1-19
24.7	2000.66666666667	11	1-19
22.4	2000.74863387978	11	1-19
21.9	2000.83333333333	11	1-19
21.5	2000.91530054645	11	1-19
24.7	1995	12	1-2
24.7	1995.08493150685	12	1-2
24.7	1995.16164383562	12	1-2
25.2	1995.24657534247	12	1-2
25.2	1995.32876712329	12	1-2
22.9	1995.41369863014	12	1-2
22.9	1995.49589041096	12	1-2
21.9	1995.58082191781	12	1-2
21.9	1995.66575342466	12	1-2
22.4	1995.74794520548	12	1-2
22.4	1995.83287671233	12	1-2
