x	y	key	xmin	xmax	ymin	ymax	group
-88.7565217391304	36.2	11-24	-90.0086956521738	-87.504347826087	34.9521739130435	37.4478260869565	65
-88.7565217391304	-16.2086956521739	11-3	-90.0086956521738	-87.504347826087	-17.4565217391304	-14.9608695652174	66
-88.7565217391304	-13.7130434782609	11-4	-90.0086956521738	-87.504347826087	-14.9608695652174	-12.4652173913044	67
-88.7565217391304	-11.2173913043478	11-5	-90.0086956521738	-87.504347826087	-12.4652173913043	-9.9695652173913	68
-88.7565217391304	-8.72173913043478	11-6	-90.0086956521738	-87.504347826087	-9.96956521739128	-7.47391304347828	69
-88.7565217391304	-6.22608695652174	11-7	-90.0086956521738	-87.504347826087	-7.47391304347824	-4.97826086956524	70
-88.7565217391304	-3.73043478260869	11-8	-90.0086956521738	-87.504347826087	-4.97826086956519	-2.48260869565219	71
-88.7565217391304	-1.23478260869565	11-9	-90.0086956521738	-87.504347826087	-2.48260869565215	0.0130434782608488	72
-86.2521739130435	-21.2	12-1	-87.5043478260869	-85.0000000000002	-22.4478260869565	-19.9521739130435	73
-86.2521739130435	1.26086956521739	12-10	-87.5043478260869	-85.0000000000002	0.0130434782608913	2.50869565217389	74
-86.2521739130435	3.75652173913044	12-11	-87.5043478260869	-85.0000000000002	2.50869565217394	5.00434782608694	75
-86.2521739130435	6.25217391304348	12-12	-87.5043478260869	-85.0000000000002	5.00434782608698	7.49999999999998	76
-86.2521739130435	8.74782608695653	12-13	-87.5043478260869	-85.0000000000002	7.50000000000003	9.99565217391303	77
-86.2521739130435	11.2434782608696	12-14	-87.5043478260869	-85.0000000000002	9.9956521739131	12.4913043478261	78
-86.2521739130435	13.7391304347826	12-15	-87.5043478260869	-85.0000000000002	12.4913043478261	14.9869565217391	79
-86.2521739130435	16.2347826086957	12-16	-87.5043478260869	-85.0000000000002	14.9869565217392	17.4826086956522	80
-86.2521739130435	18.7304347826087	12-17	-87.5043478260869	-85.0000000000002	17.4826086956522	19.9782608695652	81
-86.2521739130435	21.2260869565217	12-18	-87.5043478260869	-85.0000000000002	19.9782608695652	22.4739130434782	82
-86.2521739130435	23.7217391304348	12-19	-87.5043478260869	-85.0000000000002	22.4739130434783	24.9695652173913	83
-86.2521739130435	-18.704347826087	12-2	-87.5043478260869	-85.0000000000002	-19.9521739130435	-17.4565217391305	84
-86.2521739130435	26.2173913043478	12-20	-87.5043478260869	-85.0000000000002	24.9695652173913	27.4652173913043	85
-86.2521739130435	28.7130434782609	12-21	-87.5043478260869	-85.0000000000002	27.4652173913044	29.9608695652174	86
-86.2521739130435	31.2086956521739	12-22	-87.5043478260869	-85.0000000000002	29.9608695652174	32.4565217391304	87
-86.2521739130435	33.704347826087	12-23	-87.5043478260869	-85.0000000000002	32.4565217391305	34.9521739130435	88
-86.2521739130435	36.2	12-24	-87.5043478260869	-85.0000000000002	34.9521739130435	37.4478260869565	89
-86.2521739130435	-16.2086956521739	12-3	-87.5043478260869	-85.0000000000002	-17.4565217391304	-14.9608695652174	90
-86.2521739130435	-13.7130434782609	12-4	-87.5043478260869	-85.0000000000002	-14.9608695652174	-12.4652173913044	91
-86.2521739130435	-11.2173913043478	12-5	-87.5043478260869	-85.0000000000002	-12.4652173913043	-9.9695652173913	92
-86.2521739130435	-8.72173913043478	12-6	-87.5043478260869	-85.0000000000002	-9.96956521739128	-7.47391304347828	93
-86.2521739130435	-6.22608695652174	12-7	-87.5043478260869	-85.0000000000002	-7.47391304347824	-4.97826086956524	94
-86.2521739130435	-3.73043478260869	12-8	-87.5043478260869	-85.0000000000002	-4.97826086956519	-2.48260869565219	95
-86.2521739130435	-1.23478260869565	12-9	-87.5043478260869	-85.0000000000002	-2.48260869565215	0.0130434782608488	96
-83.7478260869565	-21.2	13-1	-84.9999999999998	-82.4956521739131	-22.4478260869565	-19.9521739130435	97
-83.7478260869565	1.26086956521739	13-10	-84.9999999999998	-82.4956521739131	0.0130434782608913	2.50869565217389	98
-83.7478260869565	3.75652173913044	13-11	-84.9999999999998	-82.4956521739131	2.50869565217394	5.00434782608694	99
-83.7478260869565	6.25217391304348	13-12	-84.9999999999998	-82.4956521739131	5.00434782608698	7.49999999999998	100
-83.7478260869565	8.74782608695653	13-13	-84.9999999999998	-82.4956521739131	7.50000000000003	9.99565217391303	101
-83.7478260869565	11.2434782608696	13-14	-84.9999999999998	-82.4956521739131	9.9956521739131	12.4913043478261	102
-83.7478260869565	13.7391304347826	13-15	-84.9999999999998	-82.4956521739131	12.4913043478261	14.9869565217391	103
-83.7478260869565	16.2347826086957	13-16	-84.9999999999998	-82.4956521739131	14.9869565217392	17.4826086956522	104
-83.7478260869565	18.7304347826087	13-17	-84.9999999999998	-82.4956521739131	17.4826086956522	19.9782608695652	105
-83.7478260869565	21.2260869565217	13-18	-84.9999999999998	-82.4956521739131	19.9782608695652	22.4739130434782	106
-83.7478260869565	23.7217391304348	13-19	-84.9999999999998	-82.4956521739131	22.4739130434783	24.9695652173913	107
-83.7478260869565	-18.704347826087	13-2	-84.9999999999998	-82.4956521739131	-19.9521739130435	-17.4565217391305	108
-83.7478260869565	26.2173913043478	13-20	-84.9999999999998	-82.4956521739131	24.9695652173913	27.4652173913043	109
-83.7478260869565	28.7130434782609	13-21	-84.9999999999998	-82.4956521739131	27.4652173913044	29.9608695652174	110
-83.7478260869565	31.2086956521739	13-22	-84.9999999999998	-82.4956521739131	29.9608695652174	32.4565217391304	111
-83.7478260869565	33.704347826087	13-23	-84.9999999999998	-82.4956521739131	32.4565217391305	34.9521739130435	112
-83.7478260869565	36.2	13-24	-84.9999999999998	-82.4956521739131	34.9521739130435	37.4478260869565	113
-83.7478260869565	-16.2086956521739	13-3	-84.9999999999998	-82.4956521739131	-17.4565217391304	-14.9608695652174	114
-83.7478260869565	-13.7130434782609	13-4	-84.9999999999998	-82.4956521739131	-14.9608695652174	-12.4652173913044	115
-83.7478260869565	-11.2173913043478	13-5	-84.9999999999998	-82.4956521739131	-12.4652173913043	-9.9695652173913	116
-83.7478260869565	-8.72173913043478	13-6	-84.9999999999998	-82.4956521739131	-9.96956521739128	-7.47391304347828	117
-83.7478260869565	-6.22608695652174	13-7	-84.9999999999998	-82.4956521739131	-7.47391304347824	-4.97826086956524	118
-83.7478260869565	-3.73043478260869	13-8	-84.9999999999998	-82.4956521739131	-4.97826086956519	-2.48260869565219	119
-83.7478260869565	-1.23478260869565	13-9	-84.9999999999998	-82.4956521739131	-2.48260869565215	0.0130434782608488	120
-81.2434782608696	-21.2	14-1	-82.495652173913	-79.9913043478262	-22.4478260869565	-19.9521739130435	121
-81.2434782608696	1.26086956521739	14-10	-82.495652173913	-79.9913043478262	0.0130434782608913	2.50869565217389	122
-81.2434782608696	3.75652173913044	14-11	-82.495652173913	-79.9913043478262	2.50869565217394	5.00434782608694	123
-81.2434782608696	6.25217391304348	14-12	-82.495652173913	-79.9913043478262	5.00434782608698	7.49999999999998	124
-81.2434782608696	8.74782608695653	14-13	-82.495652173913	-79.9913043478262	7.50000000000003	9.99565217391303	125
-81.2434782608696	11.2434782608696	14-14	-82.495652173913	-79.9913043478262	9.9956521739131	12.4913043478261	126
-81.2434782608696	13.7391304347826	14-15	-82.495652173913	-79.9913043478262	12.4913043478261	14.9869565217391	127
-81.2434782608696	16.2347826086957	14-16	-82.495652173913	-79.9913043478262	14.9869565217392	17.4826086956522	128
-81.2434782608696	18.7304347826087	14-17	-82.495652173913	-79.9913043478262	17.4826086956522	19.9782608695652	129
-81.2434782608696	21.2260869565217	14-18	-82.495652173913	-79.9913043478262	19.9782608695652	22.4739130434782	130
-81.2434782608696	23.7217391304348	14-19	-82.495652173913	-79.9913043478262	22.4739130434783	24.9695652173913	131
-81.2434782608696	-18.704347826087	14-2	-82.495652173913	-79.9913043478262	-19.9521739130435	-17.4565217391305	132
-81.2434782608696	26.2173913043478	14-20	-82.495652173913	-79.9913043478262	24.9695652173913	27.4652173913043	133
-81.2434782608696	28.7130434782609	14-21	-82.495652173913	-79.9913043478262	27.4652173913044	29.9608695652174	134
-81.2434782608696	31.2086956521739	14-22	-82.495652173913	-79.9913043478262	29.9608695652174	32.4565217391304	135
-81.2434782608696	33.704347826087	14-23	-82.495652173913	-79.9913043478262	32.4565217391305	34.9521739130435	136
-81.2434782608696	36.2	14-24	-82.495652173913	-79.9913043478262	34.9521739130435	37.4478260869565	137
-81.2434782608696	-16.2086956521739	14-3	-82.495652173913	-79.9913043478262	-17.4565217391304	-14.9608695652174	138
-81.2434782608696	-13.7130434782609	14-4	-82.495652173913	-79.9913043478262	-14.9608695652174	-12.4652173913044	139
-81.2434782608696	-11.2173913043478	14-5	-82.495652173913	-79.9913043478262	-12.4652173913043	-9.9695652173913	140
-81.2434782608696	-8.72173913043478	14-6	-82.495652173913	-79.9913043478262	-9.96956521739128	-7.47391304347828	141
-81.2434782608696	-6.22608695652174	14-7	-82.495652173913	-79.9913043478262	-7.47391304347824	-4.97826086956524	142
-81.2434782608696	-3.73043478260869	14-8	-82.495652173913	-79.9913043478262	-4.97826086956519	-2.48260869565219	143
-81.2434782608696	-1.23478260869565	14-9	-82.495652173913	-79.9913043478262	-2.48260869565215	0.0130434782608488	144
-78.7391304347826	-21.2	15-1	-79.991304347826	-77.4869565217392	-22.4478260869565	-19.9521739130435	145
-78.7391304347826	1.26086956521739	15-10	-79.991304347826	-77.4869565217392	0.0130434782608913	2.50869565217389	146
-78.7391304347826	3.75652173913044	15-11	-79.991304347826	-77.4869565217392	2.50869565217394	5.00434782608694	147
-78.7391304347826	6.25217391304348	15-12	-79.991304347826	-77.4869565217392	5.00434782608698	7.49999999999998	148
-78.7391304347826	8.74782608695653	15-13	-79.991304347826	-77.4869565217392	7.50000000000003	9.99565217391303	149
-78.7391304347826	11.2434782608696	15-14	-79.991304347826	-77.4869565217392	9.9956521739131	12.4913043478261	150
-78.7391304347826	13.7391304347826	15-15	-79.991304347826	-77.4869565217392	12.4913043478261	14.9869565217391	151
-78.7391304347826	16.2347826086957	15-16	-79.991304347826	-77.4869565217392	14.9869565217392	17.4826086956522	152
-78.7391304347826	18.7304347826087	15-17	-79.991304347826	-77.4869565217392	17.4826086956522	19.9782608695652	153
-78.7391304347826	21.2260869565217	15-18	-79.991304347826	-77.4869565217392	19.9782608695652	22.4739130434782	154
-78.7391304347826	23.7217391304348	15-19	-79.991304347826	-77.4869565217392	22.4739130434783	24.9695652173913	155
-78.7391304347826	-18.704347826087	15-2	-79.991304347826	-77.4869565217392	-19.9521739130435	-17.4565217391305	156
-78.7391304347826	26.2173913043478	15-20	-79.991304347826	-77.4869565217392	24.9695652173913	27.4652173913043	157
-78.7391304347826	28.7130434782609	15-21	-79.991304347826	-77.4869565217392	27.4652173913044	29.9608695652174	158
-78.7391304347826	31.2086956521739	15-22	-79.991304347826	-77.4869565217392	29.9608695652174	32.4565217391304	159
-78.7391304347826	33.704347826087	15-23	-79.991304347826	-77.4869565217392	32.4565217391305	34.9521739130435	160
-78.7391304347826	36.2	15-24	-79.991304347826	-77.4869565217392	34.9521739130435	37.4478260869565	161
-78.7391304347826	-16.2086956521739	15-3	-79.991304347826	-77.4869565217392	-17.4565217391304	-14.9608695652174	162
-78.7391304347826	-13.7130434782609	15-4	-79.991304347826	-77.4869565217392	-14.9608695652174	-12.4652173913044	163
-78.7391304347826	-11.2173913043478	15-5	-79.991304347826	-77.4869565217392	-12.4652173913043	-9.9695652173913	164
-78.7391304347826	-8.72173913043478	15-6	-79.991304347826	-77.4869565217392	-9.96956521739128	-7.47391304347828	165
-78.7391304347826	-6.22608695652174	15-7	-79.991304347826	-77.4869565217392	-7.47391304347824	-4.97826086956524	166
-78.7391304347826	-3.73043478260869	15-8	-79.991304347826	-77.4869565217392	-4.97826086956519	-2.48260869565219	167
-78.7391304347826	-1.23478260869565	15-9	-79.991304347826	-77.4869565217392	-2.48260869565215	0.0130434782608488	168
-76.2347826086957	-21.2	16-1	-77.486956521739	-74.9826086956523	-22.4478260869565	-19.9521739130435	169
-76.2347826086957	1.26086956521739	16-10	-77.486956521739	-74.9826086956523	0.0130434782608913	2.50869565217389	170
-76.2347826086957	3.75652173913044	16-11	-77.486956521739	-74.9826086956523	2.50869565217394	5.00434782608694	171
-76.2347826086957	6.25217391304348	16-12	-77.486956521739	-74.9826086956523	5.00434782608698	7.49999999999998	172
-76.2347826086957	8.74782608695653	16-13	-77.486956521739	-74.9826086956523	7.50000000000003	9.99565217391303	173
-76.2347826086957	11.2434782608696	16-14	-77.486956521739	-74.9826086956523	9.9956521739131	12.4913043478261	174
-76.2347826086957	13.7391304347826	16-15	-77.486956521739	-74.9826086956523	12.4913043478261	14.9869565217391	175
-76.2347826086957	16.2347826086957	16-16	-77.486956521739	-74.9826086956523	14.9869565217392	17.4826086956522	176
-76.2347826086957	18.7304347826087	16-17	-77.486956521739	-74.9826086956523	17.4826086956522	19.9782608695652	177
-76.2347826086957	21.2260869565217	16-18	-77.486956521739	-74.9826086956523	19.9782608695652	22.4739130434782	178
-76.2347826086957	23.7217391304348	16-19	-77.486956521739	-74.9826086956523	22.4739130434783	24.9695652173913	179
-76.2347826086957	-18.704347826087	16-2	-77.486956521739	-74.9826086956523	-19.9521739130435	-17.4565217391305	180
-76.2347826086957	26.2173913043478	16-20	-77.486956521739	-74.9826086956523	24.9695652173913	27.4652173913043	181
-76.2347826086957	28.7130434782609	16-21	-77.486956521739	-74.9826086956523	27.4652173913044	29.9608695652174	182
-76.2347826086957	31.2086956521739	16-22	-77.486956521739	-74.9826086956523	29.9608695652174	32.4565217391304	183
-76.2347826086957	33.704347826087	16-23	-77.486956521739	-74.9826086956523	32.4565217391305	34.9521739130435	184
-76.2347826086957	36.2	16-24	-77.486956521739	-74.9826086956523	34.9521739130435	37.4478260869565	185
-76.2347826086957	-16.2086956521739	16-3	-77.486956521739	-74.9826086956523	-17.4565217391304	-14.9608695652174	186
-76.2347826086957	-13.7130434782609	16-4	-77.486956521739	-74.9826086956523	-14.9608695652174	-12.4652173913044	187
-76.2347826086957	-11.2173913043478	16-5	-77.486956521739	-74.9826086956523	-12.4652173913043	-9.9695652173913	188
-76.2347826086957	-8.72173913043478	16-6	-77.486956521739	-74.9826086956523	-9.96956521739128	-7.47391304347828	189
-76.2347826086957	-6.22608695652174	16-7	-77.486956521739	-74.9826086956523	-7.47391304347824	-4.97826086956524	190
-76.2347826086957	-3.73043478260869	16-8	-77.486956521739	-74.9826086956523	-4.97826086956519	-2.48260869565219	191
-76.2347826086957	-1.23478260869565	16-9	-77.486956521739	-74.9826086956523	-2.48260869565215	0.0130434782608488	192
-73.7304347826087	-21.2	17-1	-74.982608695652	-72.4782608695653	-22.4478260869565	-19.9521739130435	193
-73.7304347826087	1.26086956521739	17-10	-74.982608695652	-72.4782608695653	0.0130434782608913	2.50869565217389	194
-73.7304347826087	3.75652173913044	17-11	-74.982608695652	-72.4782608695653	2.50869565217394	5.00434782608694	195
-73.7304347826087	6.25217391304348	17-12	-74.982608695652	-72.4782608695653	5.00434782608698	7.49999999999998	196
-73.7304347826087	8.74782608695653	17-13	-74.982608695652	-72.4782608695653	7.50000000000003	9.99565217391303	197
-73.7304347826087	11.2434782608696	17-14	-74.982608695652	-72.4782608695653	9.9956521739131	12.4913043478261	198
-73.7304347826087	13.7391304347826	17-15	-74.982608695652	-72.4782608695653	12.4913043478261	14.9869565217391	199
-73.7304347826087	16.2347826086957	17-16	-74.982608695652	-72.4782608695653	14.9869565217392	17.4826086956522	200
-73.7304347826087	18.7304347826087	17-17	-74.982608695652	-72.4782608695653	17.4826086956522	19.9782608695652	201
-73.7304347826087	21.2260869565217	17-18	-74.982608695652	-72.4782608695653	19.9782608695652	22.4739130434782	202
-73.7304347826087	23.7217391304348	17-19	-74.982608695652	-72.4782608695653	22.4739130434783	24.9695652173913	203
-73.7304347826087	-18.704347826087	17-2	-74.982608695652	-72.4782608695653	-19.9521739130435	-17.4565217391305	204
-73.7304347826087	26.2173913043478	17-20	-74.982608695652	-72.4782608695653	24.9695652173913	27.4652173913043	205
-73.7304347826087	28.7130434782609	17-21	-74.982608695652	-72.4782608695653	27.4652173913044	29.9608695652174	206
-73.7304347826087	31.2086956521739	17-22	-74.982608695652	-72.4782608695653	29.9608695652174	32.4565217391304	207
-73.7304347826087	33.704347826087	17-23	-74.982608695652	-72.4782608695653	32.4565217391305	34.9521739130435	208
-73.7304347826087	36.2	17-24	-74.982608695652	-72.4782608695653	34.9521739130435	37.4478260869565	209
-73.7304347826087	-16.2086956521739	17-3	-74.982608695652	-72.4782608695653	-17.4565217391304	-14.9608695652174	210
-73.7304347826087	-13.7130434782609	17-4	-74.982608695652	-72.4782608695653	-14.9608695652174	-12.4652173913044	211
-73.7304347826087	-11.2173913043478	17-5	-74.982608695652	-72.4782608695653	-12.4652173913043	-9.9695652173913	212
-73.7304347826087	-8.72173913043478	17-6	-74.982608695652	-72.4782608695653	-9.96956521739128	-7.47391304347828	213
-73.7304347826087	-6.22608695652174	17-7	-74.982608695652	-72.4782608695653	-7.47391304347824	-4.97826086956524	214
-73.7304347826087	-3.73043478260869	17-8	-74.982608695652	-72.4782608695653	-4.97826086956519	-2.48260869565219	215
-73.7304347826087	-1.23478260869565	17-9	-74.982608695652	-72.4782608695653	-2.48260869565215	0.0130434782608488	216
-71.2260869565217	-21.2	18-1	-72.478260869565	-69.9739130434783	-22.4478260869565	-19.9521739130435	217
-71.2260869565217	1.26086956521739	18-10	-72.478260869565	-69.9739130434783	0.0130434782608913	2.50869565217389	218
-71.2260869565217	3.75652173913044	18-11	-72.478260869565	-69.9739130434783	2.50869565217394	5.00434782608694	219
-71.2260869565217	6.25217391304348	18-12	-72.478260869565	-69.9739130434783	5.00434782608698	7.49999999999998	220
-71.2260869565217	8.74782608695653	18-13	-72.478260869565	-69.9739130434783	7.50000000000003	9.99565217391303	221
-71.2260869565217	11.2434782608696	18-14	-72.478260869565	-69.9739130434783	9.9956521739131	12.4913043478261	222
-71.2260869565217	13.7391304347826	18-15	-72.478260869565	-69.9739130434783	12.4913043478261	14.9869565217391	223
-71.2260869565217	16.2347826086957	18-16	-72.478260869565	-69.9739130434783	14.9869565217392	17.4826086956522	224
-71.2260869565217	18.7304347826087	18-17	-72.478260869565	-69.9739130434783	17.4826086956522	19.9782608695652	225
-71.2260869565217	21.2260869565217	18-18	-72.478260869565	-69.9739130434783	19.9782608695652	22.4739130434782	226
-71.2260869565217	23.7217391304348	18-19	-72.478260869565	-69.9739130434783	22.4739130434783	24.9695652173913	227
-71.2260869565217	-18.704347826087	18-2	-72.478260869565	-69.9739130434783	-19.9521739130435	-17.4565217391305	228
-71.2260869565217	26.2173913043478	18-20	-72.478260869565	-69.9739130434783	24.9695652173913	27.4652173913043	229
-71.2260869565217	28.7130434782609	18-21	-72.478260869565	-69.9739130434783	27.4652173913044	29.9608695652174	230
-71.2260869565217	31.2086956521739	18-22	-72.478260869565	-69.9739130434783	29.9608695652174	32.4565217391304	231
-71.2260869565217	33.704347826087	18-23	-72.478260869565	-69.9739130434783	32.4565217391305	34.9521739130435	232
-71.2260869565217	36.2	18-24	-72.478260869565	-69.9739130434783	34.9521739130435	37.4478260869565	233
-71.2260869565217	-16.2086956521739	18-3	-72.478260869565	-69.9739130434783	-17.4565217391304	-14.9608695652174	234
-71.2260869565217	-13.7130434782609	18-4	-72.478260869565	-69.9739130434783	-14.9608695652174	-12.4652173913044	235
-71.2260869565217	-11.2173913043478	18-5	-72.478260869565	-69.9739130434783	-12.4652173913043	-9.9695652173913	236
-71.2260869565217	-8.72173913043478	18-6	-72.478260869565	-69.9739130434783	-9.96956521739128	-7.47391304347828	237
-71.2260869565217	-6.22608695652174	18-7	-72.478260869565	-69.9739130434783	-7.47391304347824	-4.97826086956524	238
-71.2260869565217	-3.73043478260869	18-8	-72.478260869565	-69.9739130434783	-4.97826086956519	-2.48260869565219	239
-71.2260869565217	-1.23478260869565	18-9	-72.478260869565	-69.9739130434783	-2.48260869565215	0.0130434782608488	240
-68.7217391304348	-21.2	19-1	-69.9739130434781	-67.4695652173914	-22.4478260869565	-19.9521739130435	241
-68.7217391304348	1.26086956521739	19-10	-69.9739130434781	-67.4695652173914	0.0130434782608913	2.50869565217389	242
-68.7217391304348	3.75652173913044	19-11	-69.9739130434781	-67.4695652173914	2.50869565217394	5.00434782608694	243
-68.7217391304348	6.25217391304348	19-12	-69.9739130434781	-67.4695652173914	5.00434782608698	7.49999999999998	244
-68.7217391304348	8.74782608695653	19-13	-69.9739130434781	-67.4695652173914	7.50000000000003	9.99565217391303	245
-68.7217391304348	11.2434782608696	19-14	-69.9739130434781	-67.4695652173914	9.9956521739131	12.4913043478261	246
-68.7217391304348	13.7391304347826	19-15	-69.9739130434781	-67.4695652173914	12.4913043478261	14.9869565217391	247
