x	y	key	clickSelects	group	xmin	xmax	ymin	ymax
-88.7565217391304	13.7391304347826	11-15	11-15	55	-90.0086956521738	-87.5043478260871	12.4913043478261	14.9869565217391
-88.7565217391304	16.2347826086957	11-16	11-16	56	-90.0086956521738	-87.5043478260871	14.9869565217392	17.4826086956522
-88.7565217391304	18.7304347826087	11-17	11-17	57	-90.0086956521738	-87.5043478260871	17.4826086956522	19.9782608695652
-88.7565217391304	21.2260869565217	11-18	11-18	58	-90.0086956521738	-87.5043478260871	19.9782608695652	22.4739130434782
-88.7565217391304	23.7217391304348	11-19	11-19	59	-90.0086956521738	-87.5043478260871	22.4739130434783	24.9695652173913
-88.7565217391304	-18.704347826087	11-2	11-2	60	-90.0086956521738	-87.5043478260871	-19.9521739130435	-17.4565217391305
-88.7565217391304	26.2173913043478	11-20	11-20	61	-90.0086956521738	-87.5043478260871	24.9695652173913	27.4652173913043
-88.7565217391304	28.7130434782609	11-21	11-21	62	-90.0086956521738	-87.5043478260871	27.4652173913044	29.9608695652174
-88.7565217391304	31.2086956521739	11-22	11-22	63	-90.0086956521738	-87.5043478260871	29.9608695652174	32.4565217391304
-88.7565217391304	33.704347826087	11-23	11-23	64	-90.0086956521738	-87.5043478260871	32.4565217391305	34.9521739130435
-88.7565217391304	36.2	11-24	11-24	65	-90.0086956521738	-87.5043478260871	34.9521739130435	37.4478260869565
-88.7565217391304	-16.2086956521739	11-3	11-3	66	-90.0086956521738	-87.5043478260871	-17.4565217391304	-14.9608695652174
-88.7565217391304	-13.7130434782609	11-4	11-4	67	-90.0086956521738	-87.5043478260871	-14.9608695652174	-12.4652173913044
-88.7565217391304	-11.2173913043478	11-5	11-5	68	-90.0086956521738	-87.5043478260871	-12.4652173913043	-9.9695652173913
-88.7565217391304	-8.72173913043478	11-6	11-6	69	-90.0086956521738	-87.5043478260871	-9.96956521739128	-7.47391304347828
-88.7565217391304	-6.22608695652174	11-7	11-7	70	-90.0086956521738	-87.5043478260871	-7.47391304347824	-4.97826086956524
-88.7565217391304	-3.73043478260869	11-8	11-8	71	-90.0086956521738	-87.5043478260871	-4.97826086956519	-2.48260869565219
-88.7565217391304	-1.23478260869565	11-9	11-9	72	-90.0086956521738	-87.5043478260871	-2.48260869565215	0.0130434782608488
-86.2521739130435	-21.2	12-1	12-1	73	-87.5043478260869	-85.0000000000002	-22.4478260869565	-19.9521739130435
-86.2521739130435	1.26086956521739	12-10	12-10	74	-87.5043478260869	-85.0000000000002	0.0130434782608913	2.50869565217389
-86.2521739130435	3.75652173913044	12-11	12-11	75	-87.5043478260869	-85.0000000000002	2.50869565217394	5.00434782608694
-86.2521739130435	6.25217391304348	12-12	12-12	76	-87.5043478260869	-85.0000000000002	5.00434782608698	7.49999999999998
-86.2521739130435	8.74782608695653	12-13	12-13	77	-87.5043478260869	-85.0000000000002	7.50000000000003	9.99565217391303
-86.2521739130435	11.2434782608696	12-14	12-14	78	-87.5043478260869	-85.0000000000002	9.9956521739131	12.4913043478261
-86.2521739130435	13.7391304347826	12-15	12-15	79	-87.5043478260869	-85.0000000000002	12.4913043478261	14.9869565217391
-86.2521739130435	16.2347826086957	12-16	12-16	80	-87.5043478260869	-85.0000000000002	14.9869565217392	17.4826086956522
-86.2521739130435	18.7304347826087	12-17	12-17	81	-87.5043478260869	-85.0000000000002	17.4826086956522	19.9782608695652
-86.2521739130435	21.2260869565217	12-18	12-18	82	-87.5043478260869	-85.0000000000002	19.9782608695652	22.4739130434782
-86.2521739130435	23.7217391304348	12-19	12-19	83	-87.5043478260869	-85.0000000000002	22.4739130434783	24.9695652173913
-86.2521739130435	-18.704347826087	12-2	12-2	84	-87.5043478260869	-85.0000000000002	-19.9521739130435	-17.4565217391305
-86.2521739130435	26.2173913043478	12-20	12-20	85	-87.5043478260869	-85.0000000000002	24.9695652173913	27.4652173913043
-86.2521739130435	28.7130434782609	12-21	12-21	86	-87.5043478260869	-85.0000000000002	27.4652173913044	29.9608695652174
-86.2521739130435	31.2086956521739	12-22	12-22	87	-87.5043478260869	-85.0000000000002	29.9608695652174	32.4565217391304
-86.2521739130435	33.704347826087	12-23	12-23	88	-87.5043478260869	-85.0000000000002	32.4565217391305	34.9521739130435
-86.2521739130435	36.2	12-24	12-24	89	-87.5043478260869	-85.0000000000002	34.9521739130435	37.4478260869565
-86.2521739130435	-16.2086956521739	12-3	12-3	90	-87.5043478260869	-85.0000000000002	-17.4565217391304	-14.9608695652174
-86.2521739130435	-13.7130434782609	12-4	12-4	91	-87.5043478260869	-85.0000000000002	-14.9608695652174	-12.4652173913044
-86.2521739130435	-11.2173913043478	12-5	12-5	92	-87.5043478260869	-85.0000000000002	-12.4652173913043	-9.9695652173913
-86.2521739130435	-8.72173913043478	12-6	12-6	93	-87.5043478260869	-85.0000000000002	-9.96956521739128	-7.47391304347828
-86.2521739130435	-6.22608695652174	12-7	12-7	94	-87.5043478260869	-85.0000000000002	-7.47391304347824	-4.97826086956524
-86.2521739130435	-3.73043478260869	12-8	12-8	95	-87.5043478260869	-85.0000000000002	-4.97826086956519	-2.48260869565219
-86.2521739130435	-1.23478260869565	12-9	12-9	96	-87.5043478260869	-85.0000000000002	-2.48260869565215	0.0130434782608488
-83.7478260869565	-21.2	13-1	13-1	97	-84.9999999999998	-82.4956521739131	-22.4478260869565	-19.9521739130435
-83.7478260869565	1.26086956521739	13-10	13-10	98	-84.9999999999998	-82.4956521739131	0.0130434782608913	2.50869565217389
-83.7478260869565	3.75652173913044	13-11	13-11	99	-84.9999999999998	-82.4956521739131	2.50869565217394	5.00434782608694
-83.7478260869565	6.25217391304348	13-12	13-12	100	-84.9999999999998	-82.4956521739131	5.00434782608698	7.49999999999998
-83.7478260869565	8.74782608695653	13-13	13-13	101	-84.9999999999998	-82.4956521739131	7.50000000000003	9.99565217391303
-83.7478260869565	11.2434782608696	13-14	13-14	102	-84.9999999999998	-82.4956521739131	9.9956521739131	12.4913043478261
-83.7478260869565	13.7391304347826	13-15	13-15	103	-84.9999999999998	-82.4956521739131	12.4913043478261	14.9869565217391
-83.7478260869565	16.2347826086957	13-16	13-16	104	-84.9999999999998	-82.4956521739131	14.9869565217392	17.4826086956522
-83.7478260869565	18.7304347826087	13-17	13-17	105	-84.9999999999998	-82.4956521739131	17.4826086956522	19.9782608695652
-83.7478260869565	21.2260869565217	13-18	13-18	106	-84.9999999999998	-82.4956521739131	19.9782608695652	22.4739130434782
-83.7478260869565	23.7217391304348	13-19	13-19	107	-84.9999999999998	-82.4956521739131	22.4739130434783	24.9695652173913
-83.7478260869565	-18.704347826087	13-2	13-2	108	-84.9999999999998	-82.4956521739131	-19.9521739130435	-17.4565217391305
-83.7478260869565	26.2173913043478	13-20	13-20	109	-84.9999999999998	-82.4956521739131	24.9695652173913	27.4652173913043
-83.7478260869565	28.7130434782609	13-21	13-21	110	-84.9999999999998	-82.4956521739131	27.4652173913044	29.9608695652174
-83.7478260869565	31.2086956521739	13-22	13-22	111	-84.9999999999998	-82.4956521739131	29.9608695652174	32.4565217391304
-83.7478260869565	33.704347826087	13-23	13-23	112	-84.9999999999998	-82.4956521739131	32.4565217391305	34.9521739130435
-83.7478260869565	36.2	13-24	13-24	113	-84.9999999999998	-82.4956521739131	34.9521739130435	37.4478260869565
-83.7478260869565	-16.2086956521739	13-3	13-3	114	-84.9999999999998	-82.4956521739131	-17.4565217391304	-14.9608695652174
-83.7478260869565	-13.7130434782609	13-4	13-4	115	-84.9999999999998	-82.4956521739131	-14.9608695652174	-12.4652173913044
-83.7478260869565	-11.2173913043478	13-5	13-5	116	-84.9999999999998	-82.4956521739131	-12.4652173913043	-9.9695652173913
-83.7478260869565	-8.72173913043478	13-6	13-6	117	-84.9999999999998	-82.4956521739131	-9.96956521739128	-7.47391304347828
-83.7478260869565	-6.22608695652174	13-7	13-7	118	-84.9999999999998	-82.4956521739131	-7.47391304347824	-4.97826086956524
-83.7478260869565	-3.73043478260869	13-8	13-8	119	-84.9999999999998	-82.4956521739131	-4.97826086956519	-2.48260869565219
-83.7478260869565	-1.23478260869565	13-9	13-9	120	-84.9999999999998	-82.4956521739131	-2.48260869565215	0.0130434782608488
-81.2434782608696	-21.2	14-1	14-1	121	-82.495652173913	-79.9913043478263	-22.4478260869565	-19.9521739130435
-81.2434782608696	1.26086956521739	14-10	14-10	122	-82.495652173913	-79.9913043478263	0.0130434782608913	2.50869565217389
-81.2434782608696	3.75652173913044	14-11	14-11	123	-82.495652173913	-79.9913043478263	2.50869565217394	5.00434782608694
-81.2434782608696	6.25217391304348	14-12	14-12	124	-82.495652173913	-79.9913043478263	5.00434782608698	7.49999999999998
-81.2434782608696	8.74782608695653	14-13	14-13	125	-82.495652173913	-79.9913043478263	7.50000000000003	9.99565217391303
-81.2434782608696	11.2434782608696	14-14	14-14	126	-82.495652173913	-79.9913043478263	9.9956521739131	12.4913043478261
-81.2434782608696	13.7391304347826	14-15	14-15	127	-82.495652173913	-79.9913043478263	12.4913043478261	14.9869565217391
-81.2434782608696	16.2347826086957	14-16	14-16	128	-82.495652173913	-79.9913043478263	14.9869565217392	17.4826086956522
-81.2434782608696	18.7304347826087	14-17	14-17	129	-82.495652173913	-79.9913043478263	17.4826086956522	19.9782608695652
-81.2434782608696	21.2260869565217	14-18	14-18	130	-82.495652173913	-79.9913043478263	19.9782608695652	22.4739130434782
-81.2434782608696	23.7217391304348	14-19	14-19	131	-82.495652173913	-79.9913043478263	22.4739130434783	24.9695652173913
-81.2434782608696	-18.704347826087	14-2	14-2	132	-82.495652173913	-79.9913043478263	-19.9521739130435	-17.4565217391305
-81.2434782608696	26.2173913043478	14-20	14-20	133	-82.495652173913	-79.9913043478263	24.9695652173913	27.4652173913043
-81.2434782608696	28.7130434782609	14-21	14-21	134	-82.495652173913	-79.9913043478263	27.4652173913044	29.9608695652174
-81.2434782608696	31.2086956521739	14-22	14-22	135	-82.495652173913	-79.9913043478263	29.9608695652174	32.4565217391304
-81.2434782608696	33.704347826087	14-23	14-23	136	-82.495652173913	-79.9913043478263	32.4565217391305	34.9521739130435
-81.2434782608696	36.2	14-24	14-24	137	-82.495652173913	-79.9913043478263	34.9521739130435	37.4478260869565
-81.2434782608696	-16.2086956521739	14-3	14-3	138	-82.495652173913	-79.9913043478263	-17.4565217391304	-14.9608695652174
-81.2434782608696	-13.7130434782609	14-4	14-4	139	-82.495652173913	-79.9913043478263	-14.9608695652174	-12.4652173913044
-81.2434782608696	-11.2173913043478	14-5	14-5	140	-82.495652173913	-79.9913043478263	-12.4652173913043	-9.9695652173913
-81.2434782608696	-8.72173913043478	14-6	14-6	141	-82.495652173913	-79.9913043478263	-9.96956521739128	-7.47391304347828
-81.2434782608696	-6.22608695652174	14-7	14-7	142	-82.495652173913	-79.9913043478263	-7.47391304347824	-4.97826086956524
-81.2434782608696	-3.73043478260869	14-8	14-8	143	-82.495652173913	-79.9913043478263	-4.97826086956519	-2.48260869565219
-81.2434782608696	-1.23478260869565	14-9	14-9	144	-82.495652173913	-79.9913043478263	-2.48260869565215	0.0130434782608488
-78.7391304347826	-21.2	15-1	15-1	145	-79.991304347826	-77.4869565217393	-22.4478260869565	-19.9521739130435
-78.7391304347826	1.26086956521739	15-10	15-10	146	-79.991304347826	-77.4869565217393	0.0130434782608913	2.50869565217389
-78.7391304347826	3.75652173913044	15-11	15-11	147	-79.991304347826	-77.4869565217393	2.50869565217394	5.00434782608694
-78.7391304347826	6.25217391304348	15-12	15-12	148	-79.991304347826	-77.4869565217393	5.00434782608698	7.49999999999998
-78.7391304347826	8.74782608695653	15-13	15-13	149	-79.991304347826	-77.4869565217393	7.50000000000003	9.99565217391303
-78.7391304347826	11.2434782608696	15-14	15-14	150	-79.991304347826	-77.4869565217393	9.9956521739131	12.4913043478261
-78.7391304347826	13.7391304347826	15-15	15-15	151	-79.991304347826	-77.4869565217393	12.4913043478261	14.9869565217391
-78.7391304347826	16.2347826086957	15-16	15-16	152	-79.991304347826	-77.4869565217393	14.9869565217392	17.4826086956522
-78.7391304347826	18.7304347826087	15-17	15-17	153	-79.991304347826	-77.4869565217393	17.4826086956522	19.9782608695652
-78.7391304347826	21.2260869565217	15-18	15-18	154	-79.991304347826	-77.4869565217393	19.9782608695652	22.4739130434782
-78.7391304347826	23.7217391304348	15-19	15-19	155	-79.991304347826	-77.4869565217393	22.4739130434783	24.9695652173913
-78.7391304347826	-18.704347826087	15-2	15-2	156	-79.991304347826	-77.4869565217393	-19.9521739130435	-17.4565217391305
-78.7391304347826	26.2173913043478	15-20	15-20	157	-79.991304347826	-77.4869565217393	24.9695652173913	27.4652173913043
-78.7391304347826	28.7130434782609	15-21	15-21	158	-79.991304347826	-77.4869565217393	27.4652173913044	29.9608695652174
-78.7391304347826	31.2086956521739	15-22	15-22	159	-79.991304347826	-77.4869565217393	29.9608695652174	32.4565217391304
-78.7391304347826	33.704347826087	15-23	15-23	160	-79.991304347826	-77.4869565217393	32.4565217391305	34.9521739130435
-78.7391304347826	36.2	15-24	15-24	161	-79.991304347826	-77.4869565217393	34.9521739130435	37.4478260869565
-78.7391304347826	-16.2086956521739	15-3	15-3	162	-79.991304347826	-77.4869565217393	-17.4565217391304	-14.9608695652174
-78.7391304347826	-13.7130434782609	15-4	15-4	163	-79.991304347826	-77.4869565217393	-14.9608695652174	-12.4652173913044
-78.7391304347826	-11.2173913043478	15-5	15-5	164	-79.991304347826	-77.4869565217393	-12.4652173913043	-9.9695652173913
-78.7391304347826	-8.72173913043478	15-6	15-6	165	-79.991304347826	-77.4869565217393	-9.96956521739128	-7.47391304347828
-78.7391304347826	-6.22608695652174	15-7	15-7	166	-79.991304347826	-77.4869565217393	-7.47391304347824	-4.97826086956524
-78.7391304347826	-3.73043478260869	15-8	15-8	167	-79.991304347826	-77.4869565217393	-4.97826086956519	-2.48260869565219
-78.7391304347826	-1.23478260869565	15-9	15-9	168	-79.991304347826	-77.4869565217393	-2.48260869565215	0.0130434782608488
-76.2347826086957	-21.2	16-1	16-1	169	-77.4869565217391	-74.9826086956524	-22.4478260869565	-19.9521739130435
-76.2347826086957	1.26086956521739	16-10	16-10	170	-77.4869565217391	-74.9826086956524	0.0130434782608913	2.50869565217389
-76.2347826086957	3.75652173913044	16-11	16-11	171	-77.4869565217391	-74.9826086956524	2.50869565217394	5.00434782608694
-76.2347826086957	6.25217391304348	16-12	16-12	172	-77.4869565217391	-74.9826086956524	5.00434782608698	7.49999999999998
-76.2347826086957	8.74782608695653	16-13	16-13	173	-77.4869565217391	-74.9826086956524	7.50000000000003	9.99565217391303
-76.2347826086957	11.2434782608696	16-14	16-14	174	-77.4869565217391	-74.9826086956524	9.9956521739131	12.4913043478261
-76.2347826086957	13.7391304347826	16-15	16-15	175	-77.4869565217391	-74.9826086956524	12.4913043478261	14.9869565217391
-76.2347826086957	16.2347826086957	16-16	16-16	176	-77.4869565217391	-74.9826086956524	14.9869565217392	17.4826086956522
-76.2347826086957	18.7304347826087	16-17	16-17	177	-77.4869565217391	-74.9826086956524	17.4826086956522	19.9782608695652
-76.2347826086957	21.2260869565217	16-18	16-18	178	-77.4869565217391	-74.9826086956524	19.9782608695652	22.4739130434782
-76.2347826086957	23.7217391304348	16-19	16-19	179	-77.4869565217391	-74.9826086956524	22.4739130434783	24.9695652173913
-76.2347826086957	-18.704347826087	16-2	16-2	180	-77.4869565217391	-74.9826086956524	-19.9521739130435	-17.4565217391305
-76.2347826086957	26.2173913043478	16-20	16-20	181	-77.4869565217391	-74.9826086956524	24.9695652173913	27.4652173913043
-76.2347826086957	28.7130434782609	16-21	16-21	182	-77.4869565217391	-74.9826086956524	27.4652173913044	29.9608695652174
-76.2347826086957	31.2086956521739	16-22	16-22	183	-77.4869565217391	-74.9826086956524	29.9608695652174	32.4565217391304
-76.2347826086957	33.704347826087	16-23	16-23	184	-77.4869565217391	-74.9826086956524	32.4565217391305	34.9521739130435
-76.2347826086957	36.2	16-24	16-24	185	-77.4869565217391	-74.9826086956524	34.9521739130435	37.4478260869565
-76.2347826086957	-16.2086956521739	16-3	16-3	186	-77.4869565217391	-74.9826086956524	-17.4565217391304	-14.9608695652174
-76.2347826086957	-13.7130434782609	16-4	16-4	187	-77.4869565217391	-74.9826086956524	-14.9608695652174	-12.4652173913044
-76.2347826086957	-11.2173913043478	16-5	16-5	188	-77.4869565217391	-74.9826086956524	-12.4652173913043	-9.9695652173913
-76.2347826086957	-8.72173913043478	16-6	16-6	189	-77.4869565217391	-74.9826086956524	-9.96956521739128	-7.47391304347828
-76.2347826086957	-6.22608695652174	16-7	16-7	190	-77.4869565217391	-74.9826086956524	-7.47391304347824	-4.97826086956524
-76.2347826086957	-3.73043478260869	16-8	16-8	191	-77.4869565217391	-74.9826086956524	-4.97826086956519	-2.48260869565219
-76.2347826086957	-1.23478260869565	16-9	16-9	192	-77.4869565217391	-74.9826086956524	-2.48260869565215	0.0130434782608488
-73.7304347826087	-21.2	17-1	17-1	193	-74.9826086956521	-72.4782608695654	-22.4478260869565	-19.9521739130435
-73.7304347826087	1.26086956521739	17-10	17-10	194	-74.9826086956521	-72.4782608695654	0.0130434782608913	2.50869565217389
-73.7304347826087	3.75652173913044	17-11	17-11	195	-74.9826086956521	-72.4782608695654	2.50869565217394	5.00434782608694
-73.7304347826087	6.25217391304348	17-12	17-12	196	-74.9826086956521	-72.4782608695654	5.00434782608698	7.49999999999998
-73.7304347826087	8.74782608695653	17-13	17-13	197	-74.9826086956521	-72.4782608695654	7.50000000000003	9.99565217391303
-73.7304347826087	11.2434782608696	17-14	17-14	198	-74.9826086956521	-72.4782608695654	9.9956521739131	12.4913043478261
-73.7304347826087	13.7391304347826	17-15	17-15	199	-74.9826086956521	-72.4782608695654	12.4913043478261	14.9869565217391
-73.7304347826087	16.2347826086957	17-16	17-16	200	-74.9826086956521	-72.4782608695654	14.9869565217392	17.4826086956522
-73.7304347826087	18.7304347826087	17-17	17-17	201	-74.9826086956521	-72.4782608695654	17.4826086956522	19.9782608695652
-73.7304347826087	21.2260869565217	17-18	17-18	202	-74.9826086956521	-72.4782608695654	19.9782608695652	22.4739130434782
-73.7304347826087	23.7217391304348	17-19	17-19	203	-74.9826086956521	-72.4782608695654	22.4739130434783	24.9695652173913
-73.7304347826087	-18.704347826087	17-2	17-2	204	-74.9826086956521	-72.4782608695654	-19.9521739130435	-17.4565217391305
-73.7304347826087	26.2173913043478	17-20	17-20	205	-74.9826086956521	-72.4782608695654	24.9695652173913	27.4652173913043
-73.7304347826087	28.7130434782609	17-21	17-21	206	-74.9826086956521	-72.4782608695654	27.4652173913044	29.9608695652174
-73.7304347826087	31.2086956521739	17-22	17-22	207	-74.9826086956521	-72.4782608695654	29.9608695652174	32.4565217391304
-73.7304347826087	33.704347826087	17-23	17-23	208	-74.9826086956521	-72.4782608695654	32.4565217391305	34.9521739130435
-73.7304347826087	36.2	17-24	17-24	209	-74.9826086956521	-72.4782608695654	34.9521739130435	37.4478260869565
-73.7304347826087	-16.2086956521739	17-3	17-3	210	-74.9826086956521	-72.4782608695654	-17.4565217391304	-14.9608695652174
-73.7304347826087	-13.7130434782609	17-4	17-4	211	-74.9826086956521	-72.4782608695654	-14.9608695652174	-12.4652173913044
-73.7304347826087	-11.2173913043478	17-5	17-5	212	-74.9826086956521	-72.4782608695654	-12.4652173913043	-9.9695652173913
-73.7304347826087	-8.72173913043478	17-6	17-6	213	-74.9826086956521	-72.4782608695654	-9.96956521739128	-7.47391304347828
-73.7304347826087	-6.22608695652174	17-7	17-7	214	-74.9826086956521	-72.4782608695654	-7.47391304347824	-4.97826086956524
-73.7304347826087	-3.73043478260869	17-8	17-8	215	-74.9826086956521	-72.4782608695654	-4.97826086956519	-2.48260869565219
-73.7304347826087	-1.23478260869565	17-9	17-9	216	-74.9826086956521	-72.4782608695654	-2.48260869565215	0.0130434782608488
-71.2260869565217	-21.2	18-1	18-1	217	-72.4782608695651	-69.9739130434784	-22.4478260869565	-19.9521739130435
-71.2260869565217	1.26086956521739	18-10	18-10	218	-72.4782608695651	-69.9739130434784	0.0130434782608913	2.50869565217389
-71.2260869565217	3.75652173913044	18-11	18-11	219	-72.4782608695651	-69.9739130434784	2.50869565217394	5.00434782608694
-71.2260869565217	6.25217391304348	18-12	18-12	220	-72.4782608695651	-69.9739130434784	5.00434782608698	7.49999999999998
-71.2260869565217	8.74782608695653	18-13	18-13	221	-72.4782608695651	-69.9739130434784	7.50000000000003	9.99565217391303
-71.2260869565217	11.2434782608696	18-14	18-14	222	-72.4782608695651	-69.9739130434784	9.9956521739131	12.4913043478261
-71.2260869565217	13.7391304347826	18-15	18-15	223	-72.4782608695651	-69.9739130434784	12.4913043478261	14.9869565217391
-71.2260869565217	16.2347826086957	18-16	18-16	224	-72.4782608695651	-69.9739130434784	14.9869565217392	17.4826086956522
-71.2260869565217	18.7304347826087	18-17	18-17	225	-72.4782608695651	-69.9739130434784	17.4826086956522	19.9782608695652
-71.2260869565217	21.2260869565217	18-18	18-18	226	-72.4782608695651	-69.9739130434784	19.9782608695652	22.4739130434782
-71.2260869565217	23.7217391304348	18-19	18-19	227	-72.4782608695651	-69.9739130434784	22.4739130434783	24.9695652173913
-71.2260869565217	-18.704347826087	18-2	18-2	228	-72.4782608695651	-69.9739130434784	-19.9521739130435	-17.4565217391305
