y	x	group	clickSelects
-0.433333333333337	1996.83333333333	2	1-10
-1.09999999999998	1996.91530054645	2	1-10
-0.633333333333336	1997	2	1-10
-0.866666666666674	1997.08493150685	2	1-10
0.983333333333359	1997.16164383562	2	1-10
1.10000000000001	1997.24657534247	2	1-10
0.266666666666662	1997.32876712329	2	1-10
2.35000000000002	1997.41369863014	2	1-10
2.70000000000003	1997.49589041096	2	1-10
4.4	1997.58082191781	2	1-10
3.04999999999998	1997.66575342466	2	1-10
4.56666666666666	1997.74794520548	2	1-10
5.46666666666664	1997.83287671233	2	1-10
5.69999999999997	1997.91506849315	2	1-10
4.76666666666664	1998	2	1-10
3.13333333333333	1998.08493150685	2	1-10
2.78333333333331	1998.16164383562	2	1-10
2.49999999999998	1998.24657534247	2	1-10
1.6666666666667	1998.32876712329	2	1-10
0.0500000000000114	1998.41369863014	2	1-10
-1.77635683940025e-14	1998.49589041096	2	1-10
-0.600000000000005	1998.58082191781	2	1-10
-1.04999999999998	1998.66575342466	2	1-10
-1.83333333333331	1998.74794520548	2	1-10
-0.933333333333337	1998.83287671233	2	1-10
-1.59999999999998	1998.91506849315	2	1-10
-1.63333333333334	1999	2	1-10
-0.866666666666674	1999.08493150685	2	1-10
-1.31666666666665	1999.16164383562	2	1-10
-1.59999999999998	1999.24657534247	2	1-10
-1.03333333333335	1999.32876712329	2	1-10
-0.850000000000023	1999.41369863014	2	1-10
-0.899999999999995	1999.49589041096	2	1-10
-0.100000000000005	1999.58082191781	2	1-10
-1.54999999999998	1999.66575342466	2	1-10
-0.933333333333337	1999.74794520548	2	1-10
-2.33333333333331	1999.83287671233	2	1-10
-1.59999999999998	1999.91506849315	2	1-10
-2.03333333333331	2000	2	1-10
-1.36666666666667	2000.08469945355	2	1-10
-0.816666666666652	2000.16393442623	2	1-10
-0.700000000000006	2000.24863387978	2	1-10
-1.03333333333335	2000.3306010929	2	1-10
-1.25	2000.41530054645	2	1-10
-1.4	2000.49726775956	2	1-10
-1.10000000000001	2000.58196721312	2	1-10
-0.650000000000006	2000.66666666667	2	1-10
-0.433333333333337	2000.74863387978	2	1-10
-0.433333333333337	2000.83333333333	2	1-10
-0.700000000000006	2000.91530054645	2	1-10
1.26666666666666	1995	3	1-11
0.616666666666664	1995.08493150685	3	1-11
-0.916666666666675	1995.16164383562	3	1-11
-1.25	1995.24657534247	3	1-11
0.199999999999989	1995.32876712329	3	1-11
0.0999999999999837	1995.41369863014	3	1-11
-0.916666666666686	1995.49589041096	3	1-11
-2.2	1995.58082191781	3	1-11
-0.550000000000011	1995.66575342466	3	1-11
-1.79999999999999	1995.74794520548	3	1-11
-0.300000000000022	1995.83287671233	3	1-11
-0.766666666666669	1995.91506849315	3	1-11
-0.933333333333326	1996	3	1-11
0.116666666666664	1996.08469945355	3	1-11
0.883333333333336	1996.16393442623	3	1-11
0.949999999999989	1996.24863387978	3	1-11
-0.199999999999989	1996.3306010929	3	1-11
0.500000000000018	1996.41530054645	3	1-11
-0.0166666666666515	1996.49726775956	3	1-11
-0.300000000000022	1996.58196721311	3	1-11
-0.0500000000000114	1996.66666666667	3	1-11
0.0999999999999837	1996.74863387978	3	1-11
-1.2	1996.83333333333	3	1-11
-0.766666666666669	1996.91530054645	3	1-11
-0.533333333333349	1997	3	1-11
-1.18333333333335	1997.08493150685	3	1-11
1.38333333333334	1997.16164383562	3	1-11
1.85000000000002	1997.24657534247	3	1-11
-0.699999999999989	1997.32876712329	3	1-11
1.00000000000002	1997.41369863014	3	1-11
2.28333333333336	1997.49589041096	3	1-11
3.3	1997.58082191781	3	1-11
3.05000000000001	1997.66575342466	3	1-11
3.70000000000001	1997.74794520548	3	1-11
5.10000000000001	1997.83287671233	3	1-11
4.73333333333333	1997.91506849315	3	1-11
3.06666666666667	1998	3	1-11
2.41666666666668	1998.08493150685	3	1-11
0.483333333333359	1998.16164383562	3	1-11
0.949999999999989	1998.24657534247	3	1-11
2	1998.32876712329	3	1-11
0.500000000000018	1998.41369863014	3	1-11
1.38333333333333	1998.49589041096	3	1-11
1.10000000000001	1998.58082191781	3	1-11
-0.949999999999989	1998.66575342466	3	1-11
-0.400000000000016	1998.74794520548	3	1-11
-0.300000000000022	1998.83287671233	3	1-11
-1.26666666666667	1998.91506849315	3	1-11
-0.933333333333326	1999	3	1-11
-0.783333333333314	1999.08493150685	3	1-11
-0.916666666666675	1999.16164383562	3	1-11
-1.25	1999.24657534247	3	1-11
-0.199999999999989	1999.32876712329	3	1-11
-0.400000000000016	1999.41369863014	3	1-11
-0.916666666666686	1999.49589041096	3	1-11
-0.699999999999999	1999.58082191781	3	1-11
-1.44999999999999	1999.66575342466	3	1-11
-0.799999999999994	1999.74794520548	3	1-11
-2.59999999999998	1999.83287671233	3	1-11
-1.66666666666665	1999.91506849315	3	1-11
-1.93333333333333	2000	3	1-11
-1.18333333333335	2000.08469945355	3	1-11
-0.916666666666675	2000.16393442623	3	1-11
-1.25	2000.24863387978	3	1-11
-1.10000000000002	2000.3306010929	3	1-11
-1.70000000000003	2000.41530054645	3	1-11
-1.81666666666666	2000.49726775956	3	1-11
-1.2	2000.58196721312	3	1-11
-0.0500000000000114	2000.66666666667	3	1-11
-0.799999999999994	2000.74863387978	3	1-11
-0.699999999999999	2000.83333333333	3	1-11
-0.266666666666669	2000.91530054645	3	1-11
0.849999999999984	1995	4	1-12
0.833333333333354	1995.08493150685	4	1-12
-0.399999999999977	1995.16164383562	4	1-12
-0.549999999999983	1995.24657534247	4	1-12
-0.616666666666664	1995.32876712329	4	1-12
-0.183333333333326	1995.41369863014	4	1-12
-0.849999999999984	1995.49589041096	4	1-12
-1.01666666666668	1995.58082191781	4	1-12
-0.733333333333349	1995.66575342466	4	1-12
-1.84999999999999	1995.74794520548	4	1-12
-0.683333333333327	1995.83287671233	4	1-12
-0.683333333333348	1995.91506849315	4	1-12
-0.549999999999994	1996	4	1-12
-0.0666666666666806	1996.08469945355	4	1-12
0.5	1996.16393442623	4	1-12
0.849999999999994	1996.24863387978	4	1-12
-0.116666666666664	1996.3306010929	4	1-12
0.316666666666674	1996.41530054645	4	1-12
0.0499999999999936	1996.49726775956	4	1-12
0.283333333333331	1996.58196721311	4	1-12
1.06666666666666	1996.66666666667	4	1-12
1.25000000000003	1996.74863387978	4	1-12
-0.683333333333327	1996.83333333333	4	1-12
-1.08333333333333	1996.91530054645	4	1-12
-0.549999999999994	1997	4	1-12
-0.966666666666658	1997.08493150685	4	1-12
1	1997.16164383562	4	1-12
1.24999999999997	1997.24657534247	4	1-12
0.783333333333314	1997.32876712329	4	1-12
1.21666666666665	1997.41369863014	4	1-12
2.74999999999998	1997.49589041096	4	1-12
2.08333333333334	1997.58082191781	4	1-12
1.9666666666667	1997.66575342466	4	1-12
2.65000000000001	1997.74794520548	4	1-12
4.71666666666665	1997.83287671233	4	1-12
3.81666666666665	1997.91506849315	4	1-12
1.75000000000002	1998	4	1-12
1.73333333333333	1998.08493150685	4	1-12
1	1998.16164383562	4	1-12
0.849999999999994	1998.24657534247	4	1-12
2.08333333333333	1998.32876712329	4	1-12
0.316666666666674	1998.41369863014	4	1-12
1.45000000000003	1998.49589041096	4	1-12
1.68333333333337	1998.58082191781	4	1-12
-1.23333333333335	1998.66575342466	4	1-12
0.349999999999994	1998.74794520548	4	1-12
-0.683333333333327	1998.83287671233	4	1-12
-0.683333333333348	1998.91506849315	4	1-12
-0.0499999999999936	1999	4	1-12
-0.566666666666681	1999.08493150685	4	1-12
-0.800000000000011	1999.16164383562	4	1-12
-0.549999999999983	1999.24657534247	4	1-12
-1.51666666666664	1999.32876712329	4	1-12
-0.183333333333326	1999.41369863014	4	1-12
-1.25000000000002	1999.49589041096	4	1-12
-1.51666666666668	1999.58082191781	4	1-12
-1.23333333333335	1999.66575342466	4	1-12
-0.950000000000017	1999.74794520548	4	1-12
-1.98333333333334	1999.83287671233	4	1-12
-1.58333333333333	1999.91506849315	4	1-12
-1.45000000000003	2000	4	1-12
-0.966666666666658	2000.08469945355	4	1-12
-1.30000000000001	2000.16393442623	4	1-12
-1.84999999999999	2000.24863387978	4	1-12
-0.616666666666664	2000.3306010929	4	1-12
-1.48333333333334	2000.41530054645	4	1-12
-2.15	2000.49726775956	4	1-12
-1.51666666666668	2000.58196721312	4	1-12
0.166666666666686	2000.66666666667	4	1-12
-1.45000000000002	2000.74863387978	4	1-12
-0.683333333333327	2000.83333333333	4	1-12
0.216666666666686	2000.91530054645	4	1-12
1.68333333333334	1995	5	1-13
1.11666666666666	1995.08493150685	5	1-13
0.566666666666663	1995.16164383562	5	1-13
-0.583333333333314	1995.24657534247	5	1-13
0.183333333333326	1995.32876712329	5	1-13
-1.45	1995.41369863014	5	1-13
0.516666666666691	1995.49589041096	5	1-13
0.249999999999982	1995.58082191781	5	1-13
0.350000000000012	1995.66575342466	5	1-13
-2.78333333333334	1995.74794520548	5	1-13
-0.533333333333349	1995.83287671233	5	1-13
0.883333333333336	1995.91506849315	5	1-13
-0.616666666666674	1996	5	1-13
0.216666666666686	1996.08469945355	5	1-13
0.166666666666686	1996.16393442623	5	1-13
0.316666666666663	1996.24863387978	5	1-13
0.183333333333326	1996.3306010929	5	1-13
1.74999999999999	1996.41530054645	5	1-13
0.516666666666691	1996.49726775956	5	1-13
0.650000000000016	1996.58196721311	5	1-13
0.350000000000012	1996.66666666667	5	1-13
0.816666666666681	1996.74863387978	5	1-13
0.866666666666685	1996.83333333333	5	1-13
-0.916666666666675	1996.91530054645	5	1-13
-1.51666666666665	1997	5	1-13
-0.683333333333348	1997.08493150685	5	1-13
0.166666666666686	1997.16164383562	5	1-13
1.61666666666667	1997.24657534247	5	1-13
1.48333333333334	1997.32876712329	5	1-13
1.24999999999999	1997.41369863014	5	1-13
2.81666666666665	1997.49589041096	5	1-13
3.35000000000001	1997.58082191781	5	1-13
0.850000000000012	1997.66575342466	5	1-13
3.51666666666667	1997.74794520548	5	1-13
4.36666666666669	1997.83287671233	5	1-13
3.18333333333335	1997.91506849315	5	1-13
2.08333333333331	1998	5	1-13
1.11666666666666	1998.08493150685	5	1-13
1.06666666666666	1998.16164383562	5	1-13
1.21666666666664	1998.24657534247	5	1-13
1.48333333333334	1998.32876712329	5	1-13
1.24999999999999	1998.41369863014	5	1-13
1.41666666666667	1998.49589041096	5	1-13
1.15000000000002	1998.58082191781	5	1-13
-0.050000000000022	1998.66575342466	5	1-13
-0.483333333333331	1998.74794520548	5	1-13
-1.83333333333336	1998.83287671233	5	1-13
-0.916666666666675	1998.91506849315	5	1-13
-0.116666666666674	1999	5	1-13
-0.683333333333348	1999.08493150685	5	1-13
-0.733333333333349	1999.16164383562	5	1-13
-1.08333333333331	1999.24657534247	5	1-13
-1.21666666666665	1999.32876712329	5	1-13
-0.0499999999999652	1999.41369863014	5	1-13
-3.08333333333333	1999.49589041096	5	1-13
-2.45000000000001	1999.58082191781	5	1-13
-0.550000000000022	1999.66575342466	5	1-13
-0.0833333333333535	1999.74794520548	5	1-13
-1.43333333333333	1999.83287671233	5	1-13
-1.31666666666665	1999.91506849315	5	1-13
-1.51666666666665	2000	5	1-13
-1.08333333333333	2000.08469945355	5	1-13
-1.23333333333335	2000.16393442623	5	1-13
-1.48333333333335	2000.24863387978	5	1-13
-2.11666666666669	2000.3306010929	5	1-13
-2.75000000000001	2000.41530054645	5	1-13
-2.18333333333336	2000.49726775956	5	1-13
-2.95000000000001	2000.58196721312	5	1-13
-0.949999999999999	2000.66666666667	5	1-13
-0.983333333333331	2000.74863387978	5	1-13
-1.43333333333333	2000.83333333333	5	1-13
-0.916666666666675	2000.91530054645	5	1-13
1.51666666666666	1995	6	1-14
1.73333333333333	1995.08493150685	6	1-14
0.799999999999994	1995.16164383562	6	1-14
0.749999999999982	1995.24657534247	6	1-14
0.516666666666652	1995.32876712329	6	1-14
-0.583333333333304	1995.41369863014	6	1-14
0.250000000000018	1995.49589041096	6	1-14
0.333333333333361	1995.58082191781	6	1-14
-1.38333333333332	1995.66575342466	6	1-14
-0.583333333333354	1995.74794520548	6	1-14
0.850000000000005	1995.83287671233	6	1-14
1.83333333333331	1995.91506849315	6	1-14
-0.783333333333349	1996	6	1-14
-0.0666666666666806	1996.08469945355	6	1-14
-0.0999999999999837	1996.16393442623	6	1-14
0.749999999999982	1996.24863387978	6	1-14
0.516666666666652	1996.3306010929	6	1-14
1.21666666666665	1996.41530054645	6	1-14
0.250000000000018	1996.49726775956	6	1-14
1.63333333333332	1996.58196721311	6	1-14
0.0166666666666622	1996.66666666667	6	1-14
1.21666666666666	1996.74863387978	6	1-14
0.850000000000005	1996.83333333333	6	1-14
0.53333333333336	1996.91530054645	6	1-14
-1.18333333333333	1997	6	1-14
-0.966666666666658	1997.08493150685	6	1-14
0.400000000000016	1997.16164383562	6	1-14
1.65000000000002	1997.24657534247	6	1-14
1.41666666666669	1997.32876712329	6	1-14
0.716666666666651	1997.41369863014	6	1-14
2.04999999999997	1997.49589041096	6	1-14
1.63333333333332	1997.58082191781	6	1-14
1.81666666666667	1997.66575342466	6	1-14
2.51666666666667	1997.74794520548	6	1-14
3.04999999999999	1997.83287671233	6	1-14
1.43333333333334	1997.91506849315	6	1-14
1.51666666666666	1998	6	1-14
0.833333333333354	1998.08493150685	6	1-14
1.29999999999999	1998.16164383562	6	1-14
-0.149999999999995	1998.24657534247	6	1-14
0.516666666666652	1998.32876712329	6	1-14
1.21666666666665	1998.41369863014	6	1-14
0.649999999999995	1998.49589041096	6	1-14
0.733333333333338	1998.58082191781	6	1-14
1.81666666666667	1998.66575342466	6	1-14
-0.183333333333319	1998.74794520548	6	1-14
-1.45000000000001	1998.83287671233	6	1-14
-1.26666666666665	1998.91506849315	6	1-14
0.616666666666685	1999	6	1-14
-0.566666666666681	1999.08493150685	6	1-14
-1.00000000000002	1999.16164383562	6	1-14
-1.04999999999997	1999.24657534247	6	1-14
-1.68333333333334	1999.32876712329	6	1-14
-1.0833333333333	1999.41369863014	6	1-14
-1.15000000000002	1999.49589041096	6	1-14
-2.36666666666669	1999.58082191781	6	1-14
-1.78333333333335	1999.66575342466	6	1-14
-1.48333333333333	1999.74794520548	6	1-14
-1.84999999999998	1999.83287671233	6	1-14
-2.16666666666669	1999.91506849315	6	1-14
-1.68333333333333	2000	6	1-14
-0.966666666666658	2000.08469945355	6	1-14
-1.4	2000.16393442623	6	1-14
-1.95000000000001	2000.24863387978	6	1-14
-1.2833333333333	2000.3306010929	6	1-14
-1.48333333333334	2000.41530054645	6	1-14
-2.04999999999999	2000.49726775956	6	1-14
-1.96666666666665	2000.58196721312	6	1-14
-0.483333333333338	2000.66666666667	6	1-14
-1.48333333333333	2000.74863387978	6	1-14
-1.45000000000001	2000.83333333333	6	1-14
-0.366666666666674	2000.91530054645	6	1-14
1.36666666666669	1995	7	1-15
2.16666666666667	1995.08493150685	7	1-15
0.650000000000023	1995.16164383562	7	1-15
1.31666666666666	1995.24657534247	7	1-15
1.21666666666667	1995.32876712329	7	1-15
-0.583333333333314	1995.41369863014	7	1-15
-0.199999999999978	1995.49589041096	7	1-15
-0.599999999999977	1995.58082191781	7	1-15
0.300000000000011	1995.66575342466	7	1-15
0.783333333333331	1995.74794520548	7	1-15
1.73333333333332	1995.83287671233	7	1-15
1.31666666666666	1995.91506849315	7	1-15
-0.433333333333319	1996	7	1-15
-0.533333333333321	1996.08469945355	7	1-15
0.249999999999989	1996.16393442623	7	1-15
0.0166666666666515	1996.24863387978	7	1-15
0.716666666666669	1996.3306010929	7	1-15
2.11666666666667	1996.41530054645	7	1-15
1.09999999999998	1996.49726775956	7	1-15
1.19999999999998	1996.58196721311	7	1-15
1.19999999999999	1996.66666666667	7	1-15
0.283333333333331	1996.74863387978	7	1-15
0.833333333333343	1996.83333333333	7	1-15
0.916666666666686	1996.91530054645	7	1-15
-0.0333333333333421	1997	7	1-15
-0.533333333333321	1997.08493150685	7	1-15
1.55	1997.16164383562	7	1-15
0.916666666666686	1997.24657534247	7	1-15
0.716666666666669	1997.32876712329	7	1-15
1.21666666666664	1997.41369863014	7	1-15
1.09999999999998	1997.49589041096	7	1-15
0.300000000000001	1997.58082191781	7	1-15
1.19999999999999	1997.66575342466	7	1-15
1.18333333333331	1997.74794520548	7	1-15
1.23333333333332	1997.83287671233	7	1-15
0.916666666666686	1997.91506849315	7	1-15
0.466666666666658	1998	7	1-15
0.366666666666657	1998.08493150685	7	1-15
0.650000000000023	1998.16164383562	7	1-15
-0.483333333333349	1998.24657534247	7	1-15
-0.583333333333343	1998.32876712329	7	1-15
-0.183333333333337	1998.41369863014	7	1-15
-0.199999999999978	1998.49589041096	7	1-15
1.19999999999998	1998.58082191781	7	1-15
0.300000000000011	1998.66575342466	7	1-15
-1.01666666666668	1998.74794520548	7	1-15
-0.966666666666669	1998.83287671233	7	1-15
-0.483333333333349	1998.91506849315	7	1-15
-0.0333333333333421	1999	7	1-15
-0.533333333333321	1999.08493150685	7	1-15
-1.55000000000002	1999.16164383562	7	1-15
-0.883333333333326	1999.24657534247	7	1-15
-0.583333333333343	1999.32876712329	7	1-15
-0.583333333333314	1999.41369863014	7	1-15
-0.699999999999978	1999.49589041096	7	1-15
-0.599999999999977	1999.58082191781	7	1-15
-1.5	1999.66575342466	7	1-15
-0.616666666666646	1999.74794520548	7	1-15
-1.86666666666665	1999.83287671233	7	1-15
-1.78333333333336	1999.91506849315	7	1-15
-1.33333333333335	2000	7	1-15
-0.933333333333355	2000.08469945355	7	1-15
-1.55000000000002	2000.16393442623	7	1-15
-0.883333333333326	2000.24863387978	7	1-15
-1.48333333333332	2000.3306010929	7	1-15
-1.98333333333335	2000.41530054645	7	1-15
-1.10000000000001	2000.49726775956	7	1-15
-1.50000000000001	2000.58196721312	7	1-15
-1.5	2000.66666666667	7	1-15
-0.616666666666646	2000.74863387978	7	1-15
-0.966666666666669	2000.83333333333	7	1-15
-0.883333333333326	2000.91530054645	7	1-15
1.81666666666669	1995	8	1-16
1.93333333333336	1995.08493150685	8	1-16
0.400000000000016	1995.16164383562	8	1-16
1.48333333333335	1995.24657534247	8	1-16
2.11666666666666	1995.32876712329	8	1-16
-0.650000000000006	1995.41369863014	8	1-16
-0.116666666666656	1995.49589041096	8	1-16
-0.616666666666635	1995.58082191781	8	1-16
1.31666666666665	1995.66575342466	8	1-16
-0.0166666666666515	1995.74794520548	8	1-16
1.84999999999998	1995.83287671233	8	1-16
1.7	1995.91506849315	8	1-16
-0.48333333333332	1996	8	1-16
0.133333333333344	1996.08469945355	8	1-16
-0.0999999999999837	1996.16393442623	8	1-16
0.183333333333337	1996.24863387978	8	1-16
0.316666666666652	1996.3306010929	8	1-16
2.04999999999998	1996.41530054645	8	1-16
0.783333333333321	1996.49726775956	8	1-16
1.18333333333332	1996.58196721311	8	1-16
0.916666666666668	1996.66666666667	8	1-16
1.38333333333333	1996.74863387978	8	1-16
0.550000000000029	1996.83333333333	8	1-16
0.399999999999988	1996.91530054645	8	1-16
-0.883333333333354	1997	8	1-16
-0.766666666666691	1997.08493150685	8	1-16
1.29999999999999	1997.16164383562	8	1-16
0.583333333333314	1997.24657534247	8	1-16
0.316666666666652	1997.32876712329	8	1-16
0.650000000000006	1997.41369863014	8	1-16
1.1833333333333	1997.49589041096	8	1-16
1.68333333333332	1997.58082191781	8	1-16
2.71666666666668	1997.66575342466	8	1-16
0.883333333333326	1997.74794520548	8	1-16
0.950000000000006	1997.83287671233	8	1-16
0.800000000000022	1997.91506849315	8	1-16
0.916666666666657	1998	8	1-16
0.633333333333344	1998.08493150685	8	1-16
1.29999999999999	1998.16164383562	8	1-16
-0.316666666666663	1998.24657534247	8	1-16
-1.08333333333333	1998.32876712329	8	1-16
-1.54999999999998	1998.41369863014	8	1-16
-0.616666666666657	1998.49589041096	8	1-16
0.283333333333342	1998.58082191781	8	1-16
-0.883333333333344	1998.66575342466	8	1-16
-1.31666666666666	1998.74794520548	8	1-16
-0.850000000000005	1998.83287671233	8	1-16
-0.499999999999989	1998.91506849315	8	1-16
-0.48333333333332	1999	8	1-16
-0.766666666666691	1999.08493150685	8	1-16
-1.00000000000002	1999.16164383562	8	1-16
-0.316666666666663	1999.24657534247	8	1-16
-1.08333333333333	1999.32876712329	8	1-16
0.650000000000006	1999.41369863014	8	1-16
-0.616666666666657	1999.49589041096	8	1-16
-1.01666666666667	1999.58082191781	8	1-16
-1.78333333333332	1999.66575342466	8	1-16
-0.0166666666666515	1999.74794520548	8	1-16
-0.350000000000005	1999.83287671233	8	1-16
-1.40000000000002	1999.91506849315	8	1-16
-0.883333333333354	2000	8	1-16
-1.16666666666667	2000.08469945355	8	1-16
-1.9	2000.16393442623	8	1-16
-1.61666666666667	2000.24863387978	8	1-16
-0.583333333333325	2000.3306010929	8	1-16
-1.15000000000001	2000.41530054645	8	1-16
-0.616666666666657	2000.49726775956	8	1-16
-1.51666666666667	2000.58196721312	8	1-16
-2.28333333333332	2000.66666666667	8	1-16
-0.916666666666686	2000.74863387978	8	1-16
-2.15000000000002	2000.83333333333	8	1-16
-0.999999999999989	2000.91530054645	8	1-16
1.36666666666669	1995	9	1-17
1.79999999999999	1995.08493150685	9	1-17
0.48333333333332	1995.16164383562	9	1-17
0.433333333333348	1995.24657534247	9	1-17
0.616666666666685	1995.32876712329	9	1-17
0.283333333333314	1995.41369863014	9	1-17
0.0333333333333421	1995.49589041096	9	1-17
-0.466666666666658	1995.58082191781	9	1-17
0.916666666666686	1995.66575342466	9	1-17
0.0833333333333144	1995.74794520548	9	1-17
2.99999999999998	1995.83287671233	9	1-17
1.51666666666666	1995.91506849315	9	1-17
0.466666666666651	1996	9	1-17
-1.77635683940025e-14	1996.08469945355	9	1-17
0.48333333333332	1996.16393442623	9	1-17
0.433333333333348	1996.24863387978	9	1-17
1.01666666666666	1996.3306010929	9	1-17
1.18333333333335	1996.41530054645	9	1-17
0.0333333333333421	1996.49726775956	9	1-17
-0.466666666666658	1996.58196721311	9	1-17
0.416666666666686	1996.66666666667	9	1-17
0.983333333333348	1996.74863387978	9	1-17
-0.599999999999984	1996.83333333333	9	1-17
0.116666666666685	1996.91530054645	9	1-17
-0.933333333333326	1997	9	1-17
-0.899999999999995	1997.08493150685	9	1-17
0.48333333333332	1997.16164383562	9	1-17
0.433333333333348	1997.24657534247	9	1-17
0.616666666666685	1997.32876712329	9	1-17
1.18333333333335	1997.41369863014	9	1-17
2.23333333333333	1997.49589041096	9	1-17
2.23333333333333	1997.58082191781	9	1-17
2.71666666666664	1997.66575342466	9	1-17
0.983333333333348	1997.74794520548	9	1-17
0.299999999999994	1997.83287671233	9	1-17
0.116666666666685	1997.91506849315	9	1-17
0.466666666666651	1998	9	1-17
0.900000000000016	1998.08493150685	9	1-17
1.38333333333335	1998.16164383562	9	1-17
0.0333333333333137	1998.24657534247	9	1-17
-0.283333333333349	1998.32876712329	9	1-17
-0.116666666666664	1998.41369863014	9	1-17
-0.466666666666658	1998.49589041096	9	1-17
0.933333333333319	1998.58082191781	9	1-17
-0.483333333333349	1998.66575342466	9	1-17
-0.416666666666686	1998.74794520548	9	1-17
-0.599999999999984	1998.83287671233	9	1-17
-0.283333333333349	1998.91506849315	9	1-17
-0.433333333333326	1999	9	1-17
-0.399999999999995	1999.08493150685	9	1-17
-1.41666666666666	1999.16164383562	9	1-17
-0.466666666666686	1999.24657534247	9	1-17
-1.18333333333333	1999.32876712329	9	1-17
-0.616666666666664	1999.41369863014	9	1-17
-0.466666666666658	1999.49589041096	9	1-17
-1.76666666666667	1999.58082191781	9	1-17
-2.68333333333334	1999.66575342466	9	1-17
