y	x	clickSelects	showSelected1	group
-0.400000000000016	1998.74794520548	1-11	1-11	3
-0.300000000000022	1998.83287671233	1-11	1-11	3
-1.26666666666667	1998.91506849315	1-11	1-11	3
-0.933333333333326	1999	1-11	1-11	3
-0.783333333333314	1999.08493150685	1-11	1-11	3
-0.916666666666675	1999.16164383562	1-11	1-11	3
-1.25	1999.24657534247	1-11	1-11	3
-0.199999999999989	1999.32876712329	1-11	1-11	3
-0.400000000000016	1999.41369863014	1-11	1-11	3
-0.916666666666686	1999.49589041096	1-11	1-11	3
-0.699999999999999	1999.58082191781	1-11	1-11	3
-1.44999999999999	1999.66575342466	1-11	1-11	3
-0.799999999999994	1999.74794520548	1-11	1-11	3
-2.59999999999998	1999.83287671233	1-11	1-11	3
-1.66666666666665	1999.91506849315	1-11	1-11	3
-1.93333333333333	2000	1-11	1-11	3
-1.18333333333335	2000.08469945355	1-11	1-11	3
-0.916666666666675	2000.16393442623	1-11	1-11	3
-1.25	2000.24863387978	1-11	1-11	3
-1.10000000000002	2000.3306010929	1-11	1-11	3
-1.70000000000003	2000.41530054645	1-11	1-11	3
-1.81666666666666	2000.49726775956	1-11	1-11	3
-1.2	2000.58196721312	1-11	1-11	3
-0.0500000000000114	2000.66666666667	1-11	1-11	3
-0.799999999999994	2000.74863387978	1-11	1-11	3
-0.699999999999999	2000.83333333333	1-11	1-11	3
-0.266666666666669	2000.91530054645	1-11	1-11	3
0.849999999999984	1995	1-12	1-12	4
0.833333333333354	1995.08493150685	1-12	1-12	4
-0.399999999999977	1995.16164383562	1-12	1-12	4
-0.549999999999983	1995.24657534247	1-12	1-12	4
-0.616666666666664	1995.32876712329	1-12	1-12	4
-0.183333333333326	1995.41369863014	1-12	1-12	4
-0.849999999999984	1995.49589041096	1-12	1-12	4
-1.01666666666668	1995.58082191781	1-12	1-12	4
-0.733333333333349	1995.66575342466	1-12	1-12	4
-1.84999999999999	1995.74794520548	1-12	1-12	4
-0.683333333333327	1995.83287671233	1-12	1-12	4
-0.683333333333348	1995.91506849315	1-12	1-12	4
-0.549999999999994	1996	1-12	1-12	4
-0.0666666666666806	1996.08469945355	1-12	1-12	4
0.5	1996.16393442623	1-12	1-12	4
0.849999999999994	1996.24863387978	1-12	1-12	4
-0.116666666666664	1996.3306010929	1-12	1-12	4
0.316666666666674	1996.41530054645	1-12	1-12	4
0.0499999999999936	1996.49726775956	1-12	1-12	4
0.283333333333331	1996.58196721311	1-12	1-12	4
1.06666666666666	1996.66666666667	1-12	1-12	4
1.25000000000003	1996.74863387978	1-12	1-12	4
-0.683333333333327	1996.83333333333	1-12	1-12	4
-1.08333333333333	1996.91530054645	1-12	1-12	4
-0.549999999999994	1997	1-12	1-12	4
-0.966666666666658	1997.08493150685	1-12	1-12	4
1	1997.16164383562	1-12	1-12	4
1.24999999999997	1997.24657534247	1-12	1-12	4
0.783333333333314	1997.32876712329	1-12	1-12	4
1.21666666666665	1997.41369863014	1-12	1-12	4
2.74999999999998	1997.49589041096	1-12	1-12	4
2.08333333333334	1997.58082191781	1-12	1-12	4
1.9666666666667	1997.66575342466	1-12	1-12	4
2.65000000000001	1997.74794520548	1-12	1-12	4
4.71666666666665	1997.83287671233	1-12	1-12	4
3.81666666666665	1997.91506849315	1-12	1-12	4
1.75000000000002	1998	1-12	1-12	4
1.73333333333333	1998.08493150685	1-12	1-12	4
1	1998.16164383562	1-12	1-12	4
0.849999999999994	1998.24657534247	1-12	1-12	4
2.08333333333333	1998.32876712329	1-12	1-12	4
0.316666666666674	1998.41369863014	1-12	1-12	4
1.45000000000003	1998.49589041096	1-12	1-12	4
1.68333333333337	1998.58082191781	1-12	1-12	4
-1.23333333333335	1998.66575342466	1-12	1-12	4
0.349999999999994	1998.74794520548	1-12	1-12	4
-0.683333333333327	1998.83287671233	1-12	1-12	4
-0.683333333333348	1998.91506849315	1-12	1-12	4
-0.0499999999999936	1999	1-12	1-12	4
-0.566666666666681	1999.08493150685	1-12	1-12	4
-0.800000000000011	1999.16164383562	1-12	1-12	4
-0.549999999999983	1999.24657534247	1-12	1-12	4
-1.51666666666664	1999.32876712329	1-12	1-12	4
-0.183333333333326	1999.41369863014	1-12	1-12	4
-1.25000000000002	1999.49589041096	1-12	1-12	4
-1.51666666666668	1999.58082191781	1-12	1-12	4
-1.23333333333335	1999.66575342466	1-12	1-12	4
-0.950000000000017	1999.74794520548	1-12	1-12	4
-1.98333333333334	1999.83287671233	1-12	1-12	4
-1.58333333333333	1999.91506849315	1-12	1-12	4
-1.45000000000003	2000	1-12	1-12	4
-0.966666666666658	2000.08469945355	1-12	1-12	4
-1.30000000000001	2000.16393442623	1-12	1-12	4
-1.84999999999999	2000.24863387978	1-12	1-12	4
-0.616666666666664	2000.3306010929	1-12	1-12	4
-1.48333333333334	2000.41530054645	1-12	1-12	4
-2.15	2000.49726775956	1-12	1-12	4
-1.51666666666668	2000.58196721312	1-12	1-12	4
0.166666666666686	2000.66666666667	1-12	1-12	4
-1.45000000000002	2000.74863387978	1-12	1-12	4
-0.683333333333327	2000.83333333333	1-12	1-12	4
0.216666666666686	2000.91530054645	1-12	1-12	4
1.68333333333334	1995	1-13	1-13	5
1.11666666666666	1995.08493150685	1-13	1-13	5
0.566666666666663	1995.16164383562	1-13	1-13	5
-0.583333333333314	1995.24657534247	1-13	1-13	5
0.183333333333326	1995.32876712329	1-13	1-13	5
-1.45	1995.41369863014	1-13	1-13	5
0.516666666666691	1995.49589041096	1-13	1-13	5
0.249999999999982	1995.58082191781	1-13	1-13	5
0.350000000000012	1995.66575342466	1-13	1-13	5
-2.78333333333334	1995.74794520548	1-13	1-13	5
-0.533333333333349	1995.83287671233	1-13	1-13	5
0.883333333333336	1995.91506849315	1-13	1-13	5
-0.616666666666674	1996	1-13	1-13	5
0.216666666666686	1996.08469945355	1-13	1-13	5
0.166666666666686	1996.16393442623	1-13	1-13	5
0.316666666666663	1996.24863387978	1-13	1-13	5
0.183333333333326	1996.3306010929	1-13	1-13	5
1.74999999999999	1996.41530054645	1-13	1-13	5
0.516666666666691	1996.49726775956	1-13	1-13	5
0.650000000000016	1996.58196721311	1-13	1-13	5
0.350000000000012	1996.66666666667	1-13	1-13	5
0.816666666666681	1996.74863387978	1-13	1-13	5
0.866666666666685	1996.83333333333	1-13	1-13	5
-0.916666666666675	1996.91530054645	1-13	1-13	5
-1.51666666666665	1997	1-13	1-13	5
-0.683333333333348	1997.08493150685	1-13	1-13	5
0.166666666666686	1997.16164383562	1-13	1-13	5
1.61666666666667	1997.24657534247	1-13	1-13	5
1.48333333333334	1997.32876712329	1-13	1-13	5
1.24999999999999	1997.41369863014	1-13	1-13	5
2.81666666666665	1997.49589041096	1-13	1-13	5
3.35000000000001	1997.58082191781	1-13	1-13	5
0.850000000000012	1997.66575342466	1-13	1-13	5
3.51666666666667	1997.74794520548	1-13	1-13	5
4.36666666666669	1997.83287671233	1-13	1-13	5
3.18333333333335	1997.91506849315	1-13	1-13	5
2.08333333333331	1998	1-13	1-13	5
1.11666666666666	1998.08493150685	1-13	1-13	5
1.06666666666666	1998.16164383562	1-13	1-13	5
1.21666666666664	1998.24657534247	1-13	1-13	5
1.48333333333334	1998.32876712329	1-13	1-13	5
1.24999999999999	1998.41369863014	1-13	1-13	5
1.41666666666667	1998.49589041096	1-13	1-13	5
1.15000000000002	1998.58082191781	1-13	1-13	5
-0.050000000000022	1998.66575342466	1-13	1-13	5
-0.483333333333331	1998.74794520548	1-13	1-13	5
-1.83333333333336	1998.83287671233	1-13	1-13	5
-0.916666666666675	1998.91506849315	1-13	1-13	5
-0.116666666666674	1999	1-13	1-13	5
-0.683333333333348	1999.08493150685	1-13	1-13	5
-0.733333333333349	1999.16164383562	1-13	1-13	5
-1.08333333333331	1999.24657534247	1-13	1-13	5
-1.21666666666665	1999.32876712329	1-13	1-13	5
-0.0499999999999652	1999.41369863014	1-13	1-13	5
-3.08333333333333	1999.49589041096	1-13	1-13	5
-2.45000000000001	1999.58082191781	1-13	1-13	5
-0.550000000000022	1999.66575342466	1-13	1-13	5
-0.0833333333333535	1999.74794520548	1-13	1-13	5
-1.43333333333333	1999.83287671233	1-13	1-13	5
-1.31666666666665	1999.91506849315	1-13	1-13	5
-1.51666666666665	2000	1-13	1-13	5
-1.08333333333333	2000.08469945355	1-13	1-13	5
-1.23333333333335	2000.16393442623	1-13	1-13	5
-1.48333333333335	2000.24863387978	1-13	1-13	5
-2.11666666666669	2000.3306010929	1-13	1-13	5
-2.75000000000001	2000.41530054645	1-13	1-13	5
-2.18333333333336	2000.49726775956	1-13	1-13	5
-2.95000000000001	2000.58196721312	1-13	1-13	5
-0.949999999999999	2000.66666666667	1-13	1-13	5
-0.983333333333331	2000.74863387978	1-13	1-13	5
-1.43333333333333	2000.83333333333	1-13	1-13	5
-0.916666666666675	2000.91530054645	1-13	1-13	5
1.51666666666666	1995	1-14	1-14	6
1.73333333333333	1995.08493150685	1-14	1-14	6
0.799999999999994	1995.16164383562	1-14	1-14	6
0.749999999999982	1995.24657534247	1-14	1-14	6
0.516666666666652	1995.32876712329	1-14	1-14	6
-0.583333333333304	1995.41369863014	1-14	1-14	6
0.250000000000018	1995.49589041096	1-14	1-14	6
0.333333333333361	1995.58082191781	1-14	1-14	6
-1.38333333333332	1995.66575342466	1-14	1-14	6
-0.583333333333354	1995.74794520548	1-14	1-14	6
0.850000000000005	1995.83287671233	1-14	1-14	6
1.83333333333331	1995.91506849315	1-14	1-14	6
-0.783333333333349	1996	1-14	1-14	6
-0.0666666666666806	1996.08469945355	1-14	1-14	6
-0.0999999999999837	1996.16393442623	1-14	1-14	6
0.749999999999982	1996.24863387978	1-14	1-14	6
0.516666666666652	1996.3306010929	1-14	1-14	6
1.21666666666665	1996.41530054645	1-14	1-14	6
0.250000000000018	1996.49726775956	1-14	1-14	6
1.63333333333332	1996.58196721311	1-14	1-14	6
0.0166666666666622	1996.66666666667	1-14	1-14	6
1.21666666666666	1996.74863387978	1-14	1-14	6
0.850000000000005	1996.83333333333	1-14	1-14	6
0.53333333333336	1996.91530054645	1-14	1-14	6
-1.18333333333333	1997	1-14	1-14	6
-0.966666666666658	1997.08493150685	1-14	1-14	6
0.400000000000016	1997.16164383562	1-14	1-14	6
1.65000000000002	1997.24657534247	1-14	1-14	6
1.41666666666669	1997.32876712329	1-14	1-14	6
0.716666666666651	1997.41369863014	1-14	1-14	6
2.04999999999997	1997.49589041096	1-14	1-14	6
1.63333333333332	1997.58082191781	1-14	1-14	6
1.81666666666667	1997.66575342466	1-14	1-14	6
2.51666666666667	1997.74794520548	1-14	1-14	6
3.04999999999999	1997.83287671233	1-14	1-14	6
1.43333333333334	1997.91506849315	1-14	1-14	6
1.51666666666666	1998	1-14	1-14	6
0.833333333333354	1998.08493150685	1-14	1-14	6
1.29999999999999	1998.16164383562	1-14	1-14	6
-0.149999999999995	1998.24657534247	1-14	1-14	6
0.516666666666652	1998.32876712329	1-14	1-14	6
1.21666666666665	1998.41369863014	1-14	1-14	6
0.649999999999995	1998.49589041096	1-14	1-14	6
0.733333333333338	1998.58082191781	1-14	1-14	6
1.81666666666667	1998.66575342466	1-14	1-14	6
-0.183333333333319	1998.74794520548	1-14	1-14	6
-1.45000000000001	1998.83287671233	1-14	1-14	6
-1.26666666666665	1998.91506849315	1-14	1-14	6
0.616666666666685	1999	1-14	1-14	6
-0.566666666666681	1999.08493150685	1-14	1-14	6
-1.00000000000002	1999.16164383562	1-14	1-14	6
-1.04999999999997	1999.24657534247	1-14	1-14	6
-1.68333333333334	1999.32876712329	1-14	1-14	6
-1.0833333333333	1999.41369863014	1-14	1-14	6
-1.15000000000002	1999.49589041096	1-14	1-14	6
-2.36666666666669	1999.58082191781	1-14	1-14	6
-1.78333333333335	1999.66575342466	1-14	1-14	6
-1.48333333333333	1999.74794520548	1-14	1-14	6
-1.84999999999998	1999.83287671233	1-14	1-14	6
-2.16666666666669	1999.91506849315	1-14	1-14	6
-1.68333333333333	2000	1-14	1-14	6
-0.966666666666658	2000.08469945355	1-14	1-14	6
-1.4	2000.16393442623	1-14	1-14	6
-1.95000000000001	2000.24863387978	1-14	1-14	6
-1.2833333333333	2000.3306010929	1-14	1-14	6
-1.48333333333334	2000.41530054645	1-14	1-14	6
-2.04999999999999	2000.49726775956	1-14	1-14	6
-1.96666666666665	2000.58196721312	1-14	1-14	6
-0.483333333333338	2000.66666666667	1-14	1-14	6
-1.48333333333333	2000.74863387978	1-14	1-14	6
-1.45000000000001	2000.83333333333	1-14	1-14	6
-0.366666666666674	2000.91530054645	1-14	1-14	6
1.36666666666669	1995	1-15	1-15	7
2.16666666666667	1995.08493150685	1-15	1-15	7
0.650000000000023	1995.16164383562	1-15	1-15	7
1.31666666666666	1995.24657534247	1-15	1-15	7
1.21666666666667	1995.32876712329	1-15	1-15	7
-0.583333333333314	1995.41369863014	1-15	1-15	7
-0.199999999999978	1995.49589041096	1-15	1-15	7
-0.599999999999977	1995.58082191781	1-15	1-15	7
0.300000000000011	1995.66575342466	1-15	1-15	7
0.783333333333331	1995.74794520548	1-15	1-15	7
1.73333333333332	1995.83287671233	1-15	1-15	7
1.31666666666666	1995.91506849315	1-15	1-15	7
-0.433333333333319	1996	1-15	1-15	7
-0.533333333333321	1996.08469945355	1-15	1-15	7
0.249999999999989	1996.16393442623	1-15	1-15	7
0.0166666666666515	1996.24863387978	1-15	1-15	7
0.716666666666669	1996.3306010929	1-15	1-15	7
2.11666666666667	1996.41530054645	1-15	1-15	7
1.09999999999998	1996.49726775956	1-15	1-15	7
1.19999999999998	1996.58196721311	1-15	1-15	7
1.19999999999999	1996.66666666667	1-15	1-15	7
0.283333333333331	1996.74863387978	1-15	1-15	7
0.833333333333343	1996.83333333333	1-15	1-15	7
0.916666666666686	1996.91530054645	1-15	1-15	7
-0.0333333333333421	1997	1-15	1-15	7
-0.533333333333321	1997.08493150685	1-15	1-15	7
1.55	1997.16164383562	1-15	1-15	7
0.916666666666686	1997.24657534247	1-15	1-15	7
0.716666666666669	1997.32876712329	1-15	1-15	7
1.21666666666664	1997.41369863014	1-15	1-15	7
1.09999999999998	1997.49589041096	1-15	1-15	7
0.300000000000001	1997.58082191781	1-15	1-15	7
1.19999999999999	1997.66575342466	1-15	1-15	7
1.18333333333331	1997.74794520548	1-15	1-15	7
1.23333333333332	1997.83287671233	1-15	1-15	7
0.916666666666686	1997.91506849315	1-15	1-15	7
0.466666666666658	1998	1-15	1-15	7
0.366666666666657	1998.08493150685	1-15	1-15	7
0.650000000000023	1998.16164383562	1-15	1-15	7
-0.483333333333349	1998.24657534247	1-15	1-15	7
-0.583333333333343	1998.32876712329	1-15	1-15	7
-0.183333333333337	1998.41369863014	1-15	1-15	7
-0.199999999999978	1998.49589041096	1-15	1-15	7
1.19999999999998	1998.58082191781	1-15	1-15	7
0.300000000000011	1998.66575342466	1-15	1-15	7
-1.01666666666668	1998.74794520548	1-15	1-15	7
-0.966666666666669	1998.83287671233	1-15	1-15	7
-0.483333333333349	1998.91506849315	1-15	1-15	7
-0.0333333333333421	1999	1-15	1-15	7
-0.533333333333321	1999.08493150685	1-15	1-15	7
-1.55000000000002	1999.16164383562	1-15	1-15	7
-0.883333333333326	1999.24657534247	1-15	1-15	7
-0.583333333333343	1999.32876712329	1-15	1-15	7
-0.583333333333314	1999.41369863014	1-15	1-15	7
-0.699999999999978	1999.49589041096	1-15	1-15	7
-0.599999999999977	1999.58082191781	1-15	1-15	7
-1.5	1999.66575342466	1-15	1-15	7
-0.616666666666646	1999.74794520548	1-15	1-15	7
-1.86666666666665	1999.83287671233	1-15	1-15	7
-1.78333333333336	1999.91506849315	1-15	1-15	7
-1.33333333333335	2000	1-15	1-15	7
-0.933333333333355	2000.08469945355	1-15	1-15	7
-1.55000000000002	2000.16393442623	1-15	1-15	7
-0.883333333333326	2000.24863387978	1-15	1-15	7
-1.48333333333332	2000.3306010929	1-15	1-15	7
-1.98333333333335	2000.41530054645	1-15	1-15	7
-1.10000000000001	2000.49726775956	1-15	1-15	7
-1.50000000000001	2000.58196721312	1-15	1-15	7
-1.5	2000.66666666667	1-15	1-15	7
-0.616666666666646	2000.74863387978	1-15	1-15	7
-0.966666666666669	2000.83333333333	1-15	1-15	7
-0.883333333333326	2000.91530054645	1-15	1-15	7
1.81666666666669	1995	1-16	1-16	8
1.93333333333336	1995.08493150685	1-16	1-16	8
0.400000000000016	1995.16164383562	1-16	1-16	8
1.48333333333335	1995.24657534247	1-16	1-16	8
2.11666666666666	1995.32876712329	1-16	1-16	8
-0.650000000000006	1995.41369863014	1-16	1-16	8
-0.116666666666656	1995.49589041096	1-16	1-16	8
-0.616666666666635	1995.58082191781	1-16	1-16	8
1.31666666666665	1995.66575342466	1-16	1-16	8
-0.0166666666666515	1995.74794520548	1-16	1-16	8
1.84999999999998	1995.83287671233	1-16	1-16	8
1.7	1995.91506849315	1-16	1-16	8
-0.48333333333332	1996	1-16	1-16	8
0.133333333333344	1996.08469945355	1-16	1-16	8
-0.0999999999999837	1996.16393442623	1-16	1-16	8
0.183333333333337	1996.24863387978	1-16	1-16	8
0.316666666666652	1996.3306010929	1-16	1-16	8
2.04999999999998	1996.41530054645	1-16	1-16	8
0.783333333333321	1996.49726775956	1-16	1-16	8
1.18333333333332	1996.58196721311	1-16	1-16	8
0.916666666666668	1996.66666666667	1-16	1-16	8
1.38333333333333	1996.74863387978	1-16	1-16	8
0.550000000000029	1996.83333333333	1-16	1-16	8
0.399999999999988	1996.91530054645	1-16	1-16	8
-0.883333333333354	1997	1-16	1-16	8
-0.766666666666691	1997.08493150685	1-16	1-16	8
1.29999999999999	1997.16164383562	1-16	1-16	8
0.583333333333314	1997.24657534247	1-16	1-16	8
0.316666666666652	1997.32876712329	1-16	1-16	8
0.650000000000006	1997.41369863014	1-16	1-16	8
1.1833333333333	1997.49589041096	1-16	1-16	8
1.68333333333332	1997.58082191781	1-16	1-16	8
